siteId,currentSiteName,nameStatus,classification,attractivenessClass,attractivenessTier,latitude,longitude,regionId,regionName,continent,surfaceType,biomeClass,broadTerrain,specificTerrain,elevationM,coastalDistanceKm,riverDistanceKm,wetlandDistanceKm,ridgeDistanceKm,hostFeatureId,poiCount,poiIds,poiTypes,poiCurrentLabels,poiSummary,namingContext,proposedSiteName,proposedPronunciation,siteNamingNotes
SITE-099,Devanagri,CANONICAL,METROPOLIS,METROPOLIS,7,34.265298,30.076611,R15,Forestfold,Eastern,LAND,TEMPERATE_DENSE_FOREST,BUILT_ENVIRONMENT | FOREST | GENERALIST,CASTLE | CITY | FOREST_FLOOR | GENERALIST | ROAD | VILLAGE | WOODLAND | WORKSHOP,67.6,83.4,2532.4,5215.5,1366.5,,1,POI-084,BAY,Eastern Crescent Bay,POI-084 [BAY] Eastern Crescent Bay,Region: Forestfold || Continent: Eastern || Class: Metropolis || Biome: Temperate Dense Forest || Broad: BUILT_ENVIRONMENT | FOREST | GENERALIST || Specific: CASTLE | CITY | FOREST_FLOOR | GENERALIST | ROAD | VILLAGE | WOODLAND | WORKSHOP || POIs: POI-084 [BAY] Eastern Crescent Bay,,,
SITE-100,,WORKING,CITY,PRIME,6,70.858398,33.705269,R15,Forestfold,Eastern,COASTAL_LAND,OCEAN,COASTAL,ESTUARY,0.0,0.3,4094.7,7144.6,142.6,,2,POI-017 | POI-091,POLAR_ANOMALY | OCEAN,Polar Arcane Anomaly | Northern Ocean,POI-017 [POLAR_ANOMALY] Polar Arcane Anomaly; POI-091 [OCEAN] Northern Ocean,Region: Forestfold || Continent: Eastern || Class: City || Biome: Ocean || Broad: COASTAL || Specific: ESTUARY || POIs: POI-017 [POLAR_ANOMALY] Polar Arcane Anomaly; POI-091 [OCEAN] Northern Ocean,,,
SITE-101,,WORKING,TOWN,MAJOR,5,18.04858,27.812017,R15,Forestfold,Eastern,LAND,ALPINE_MOUNTAIN,MOUNTAIN,ALPINE | PLATEAU,1901.3,53.9,2476.5,4489.3,188.3,,1,POI-024,PEAK,Southwest Peak,POI-024 [PEAK] Southwest Peak,Region: Forestfold || Continent: Eastern || Class: Town || Biome: Alpine Mountain || Broad: MOUNTAIN || Specific: ALPINE | PLATEAU || POIs: POI-024 [PEAK] Southwest Peak,,,
SITE-102,,WORKING,VILLAGE,STRONG,4,16.832483,39.82778,R15,Forestfold,Eastern,COASTAL_LAND,ALPINE_MOUNTAIN,COASTAL | MOUNTAIN,ALPINE | ESTUARY | PLATEAU,1930.2,22.8,1307.8,3353.0,216.3,,0,,,,,Region: Forestfold || Continent: Eastern || Class: Village || Biome: Alpine Mountain || Broad: COASTAL | MOUNTAIN || Specific: ALPINE | ESTUARY | PLATEAU,,,
SITE-103,,WORKING,HAMLET,GOOD,3,47.513637,31.164728,R15,Forestfold,Eastern,LAND,SAVANNA_WARM_GRASSLAND,GRASSLAND,SAVANNA,419.7,100.3,3064.9,6042.2,785.5,,0,,,,,Region: Forestfold || Continent: Eastern || Class: Hamlet || Biome: Savanna Warm Grassland || Broad: GRASSLAND || Specific: SAVANNA,,,
SITE-104,,WORKING,HAMLET,MODEST,2,58.694108,19.562765,R15,Forestfold,Eastern,LAND,DESERT_BADLANDS,DESERT,HOT_DESERT | SCRUBLAND,89.5,63.5,4476.5,7430.5,928.9,,3,POI-008 | POI-038 | POI-054,HEAVENFALL | STEPPE | DESERT,Heavenfall | Northern Cold Steppe | Northern Amber Desert,POI-008 [HEAVENFALL] Heavenfall; POI-038 [STEPPE] Northern Cold Steppe; POI-054 [DESERT] Northern Amber Desert,Region: Forestfold || Continent: Eastern || Class: Hamlet || Biome: Desert Badlands || Broad: DESERT || Specific: HOT_DESERT | SCRUBLAND || POIs: POI-008 [HEAVENFALL] Heavenfall; POI-038 [STEPPE] Northern Cold Steppe; POI-054 [DESERT] Northern Amber Desert,,,
SITE-105,,WORKING,HAMLET,FRONTIER,1,8.983341,21.156273,R15,Forestfold,Eastern,LAND,TEMPERATE_DENSE_FOREST,FOREST,FOREST_FLOOR | WOODLAND,49.5,51.5,3209.2,4841.4,1029.7,,0,,,,,Region: Forestfold || Continent: Eastern || Class: Hamlet || Biome: Temperate Dense Forest || Broad: FOREST || Specific: FOREST_FLOOR | WOODLAND,,,
SITE-106,Naga-Pura,CANONICAL,METROPOLIS,METROPOLIS,7,-0.767155,150.922246,R16,Eastchain,Eastern,LAND,SAVANNA_WARM_GRASSLAND,BUILT_ENVIRONMENT | GENERALIST | GRASSLAND,CASTLE | CITY | GENERALIST | ISLAND | ROAD | SAVANNA | VILLAGE | WORKSHOP,53.8,62.2,4919.2,4844.1,6001.4,ISLAND-0071,0,,,,,Region: Eastchain || Continent: Eastern || Class: Metropolis || Biome: Savanna Warm Grassland || Broad: BUILT_ENVIRONMENT | GENERALIST | GRASSLAND || Specific: CASTLE | CITY | GENERALIST | ISLAND | ROAD | SAVANNA | VILLAGE | WORKSHOP,,,
SITE-107,,WORKING,CITY,PRIME,6,3.74199,97.410167,R16,Eastchain,Eastern,DELTA,WETLAND_DELTA,FRESHWATER | WETLAND,DELTA | FLOODPLAIN | MUDFLAT | SWAMP,90.4,109.7,700.5,11.5,3742.3,,1,POI-057,DESERT,Southeastern Drylands,POI-057 [DESERT] Southeastern Drylands,Region: Eastchain || Continent: Eastern || Class: City || Biome: Wetland Delta || Broad: FRESHWATER | WETLAND || Specific: DELTA | FLOODPLAIN | MUDFLAT | SWAMP || POIs: POI-057 [DESERT] Southeastern Drylands,,,
SITE-108,,WORKING,TOWN,MAJOR,5,-22.938053,118.309571,R16,Eastchain,Eastern,COASTAL_LAND,OCEAN,COASTAL,ESTUARY | ISLAND,0.0,5.8,2683.4,2516.8,7054.5,,0,,,,,Region: Eastchain || Continent: Eastern || Class: Town || Biome: Ocean || Broad: COASTAL || Specific: ESTUARY | ISLAND,,,
SITE-109,,WORKING,VILLAGE,STRONG,4,-13.485356,133.295802,R16,Eastchain,Eastern,COASTAL_LAND,TEMPERATE_DENSE_FOREST,COASTAL | FOREST,ESTUARY | FOREST_FLOOR | ISLAND | WOODLAND,52.0,33.1,3297.5,3226.7,6362.4,,0,,,,,Region: Eastchain || Continent: Eastern || Class: Village || Biome: Temperate Dense Forest || Broad: COASTAL | FOREST || Specific: ESTUARY | FOREST_FLOOR | ISLAND | WOODLAND,,,
SITE-110,,WORKING,HAMLET,GOOD,3,-12.973585,102.090669,R16,Eastchain,Eastern,COASTAL_LAND,SAVANNA_WARM_GRASSLAND,COASTAL | GRASSLAND,ESTUARY | ISLAND | SAVANNA,35.5,13.7,831.9,633.1,5770.5,,0,,,,,Region: Eastchain || Continent: Eastern || Class: Hamlet || Biome: Savanna Warm Grassland || Broad: COASTAL | GRASSLAND || Specific: ESTUARY | ISLAND | SAVANNA,,,
SITE-111,,WORKING,HAMLET,MODEST,2,7.897208,112.752547,R16,Eastchain,Eastern,COASTAL_LAND,DESERT_BADLANDS,COASTAL | DESERT,ESTUARY | HOT_DESERT | SCRUBLAND,450.7,21.9,2115.4,1381.2,3164.5,,0,,,,,Region: Eastchain || Continent: Eastern || Class: Hamlet || Biome: Desert Badlands || Broad: COASTAL | DESERT || Specific: ESTUARY | HOT_DESERT | SCRUBLAND,,,
SITE-112,,WORKING,HAMLET,FRONTIER,1,-5.984815,116.388642,R16,Eastchain,Eastern,LAND,DESERT_BADLANDS,DESERT,HOT_DESERT | SCRUBLAND,82.2,103.7,1538.0,1515.5,4965.5,,0,,,,,Region: Eastchain || Continent: Eastern || Class: Hamlet || Biome: Desert Badlands || Broad: DESERT || Specific: HOT_DESERT | SCRUBLAND,,,
SITE-113,Sylvan Gate,CANONICAL,METROPOLIS,METROPOLIS,7,-16.01149,-108.542634,R17,Canopywall,Southwestern,COASTAL_LAND,GRASSLAND_STEPPE,BUILT_ENVIRONMENT | COASTAL | GENERALIST | GRASSLAND,CASTLE | CITY | ESTUARY | GENERALIST | ROAD | STEPPE | VILLAGE | WORKSHOP,42.2,39.3,5642.3,6304.2,2866.1,,1,POI-085,BAY,Southwestern Emerald Bay,POI-085 [BAY] Southwestern Emerald Bay,Region: Canopywall || Continent: Southwestern || Class: Metropolis || Biome: Grassland Steppe || Broad: BUILT_ENVIRONMENT | COASTAL | GENERALIST | GRASSLAND || Specific: CASTLE | CITY | ESTUARY | GENERALIST | ROAD | STEPPE | VILLAGE | WORKSHOP || POIs: POI-085 [BAY] Southwestern Emerald Bay,,,
SITE-114,,WORKING,CITY,PRIME,6,-9.505732,-91.243446,R17,Canopywall,Southwestern,ICE,ICE_SNOW_GLACIER,POLAR_ICE,GLACIER | PACK_ICE,54.3,55.6,4790.6,5119.2,1038.5,,0,,,,,Region: Canopywall || Continent: Southwestern || Class: City || Biome: Ice Snow Glacier || Broad: POLAR_ICE || Specific: GLACIER | PACK_ICE,,,
SITE-115,,WORKING,TOWN,MAJOR,5,-10.603296,-85.149497,R17,Canopywall,Southwestern,COASTAL_LAND,ICE_SNOW_GLACIER,COASTAL | POLAR_ICE,ESTUARY | GLACIER | PACK_ICE,318.8,25.4,4272.3,5155.6,511.3,,0,,,,,Region: Canopywall || Continent: Southwestern || Class: Town || Biome: Ice Snow Glacier || Broad: COASTAL | POLAR_ICE || Specific: ESTUARY | GLACIER | PACK_ICE,,,
SITE-116,,WORKING,VILLAGE,STRONG,4,-30.944603,-102.876195,R17,Canopywall,Southwestern,COASTAL_LAND,OCEAN,COASTAL,ESTUARY,0.0,0.6,4718.7,4932.4,2939.4,,0,,,,,Region: Canopywall || Continent: Southwestern || Class: Village || Biome: Ocean || Broad: COASTAL || Specific: ESTUARY,,,
SITE-117,,WORKING,HAMLET,GOOD,3,-21.526577,-92.209536,R17,Canopywall,Southwestern,LAND,GRASSLAND_STEPPE,GRASSLAND,STEPPE,35.8,619.5,4037.4,4879.6,1559.5,,0,,,,,Region: Canopywall || Continent: Southwestern || Class: Hamlet || Biome: Grassland Steppe || Broad: GRASSLAND || Specific: STEPPE,,,
SITE-118,,WORKING,HAMLET,MODEST,2,-12.292623,-100.032484,R17,Canopywall,Southwestern,LAND,SAVANNA_WARM_GRASSLAND,GRASSLAND,SAVANNA,67.7,56.5,5160.2,5623.4,1949.0,,1,POI-031,JUNGLE,Eastern Monsoon Jungle,POI-031 [JUNGLE] Eastern Monsoon Jungle,Region: Canopywall || Continent: Southwestern || Class: Hamlet || Biome: Savanna Warm Grassland || Broad: GRASSLAND || Specific: SAVANNA || POIs: POI-031 [JUNGLE] Eastern Monsoon Jungle,,,
SITE-119,,WORKING,HAMLET,FRONTIER,1,-26.075938,-86.980399,R17,Canopywall,Southwestern,LAND,SUBTROPICAL_DENSE_FOREST,FOREST,FOREST_FLOOR | RAIN_FOREST,164.1,82.5,3363.1,4148.3,1341.5,,0,,,,,Region: Canopywall || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: FOREST || Specific: FOREST_FLOOR | RAIN_FOREST,,,
SITE-120,Gryphon Reach,CANONICAL,METROPOLIS,METROPOLIS,7,-9.432322,-74.529366,R18,Aerie Peaks,Southwestern,COASTAL_LAND,GRASSLAND_STEPPE,BUILT_ENVIRONMENT | COASTAL | GENERALIST | GRASSLAND,CASTLE | CITY | ESTUARY | GENERALIST | ROAD | STEPPE | VILLAGE | WORKSHOP,223.9,39.3,3763.0,4970.3,513.7,,1,POI-059,GRASSLAND,Southwestern Greensteppe,POI-059 [GRASSLAND] Southwestern Greensteppe,Region: Aerie Peaks || Continent: Southwestern || Class: Metropolis || Biome: Grassland Steppe || Broad: BUILT_ENVIRONMENT | COASTAL | GENERALIST | GRASSLAND || Specific: CASTLE | CITY | ESTUARY | GENERALIST | ROAD | STEPPE | VILLAGE | WORKSHOP || POIs: POI-059 [GRASSLAND] Southwestern Greensteppe,,,
SITE-121,,WORKING,CITY,PRIME,6,-13.165439,-77.943203,R18,Aerie Peaks,Southwestern,ICE,ICE_SNOW_GLACIER,MOUNTAIN | POLAR_ICE,ALPINE | GLACIER | PACK_ICE | PLATEAU,3185.7,522.3,3570.6,5082.2,65.9,,1,POI-025,PEAK,Northwest High Peak,POI-025 [PEAK] Northwest High Peak,Region: Aerie Peaks || Continent: Southwestern || Class: City || Biome: Ice Snow Glacier || Broad: MOUNTAIN | POLAR_ICE || Specific: ALPINE | GLACIER | PACK_ICE | PLATEAU || POIs: POI-025 [PEAK] Northwest High Peak,,,
SITE-122,,WORKING,TOWN,MAJOR,5,-19.233013,-68.854359,R18,Aerie Peaks,Southwestern,LAND,ICE_SNOW_GLACIER,POLAR_ICE,GLACIER | PACK_ICE,586.7,605.9,2447.8,4122.3,574.0,,2,POI-026 | POI-069,PEAK | GLACIER,Central High Peak | Southwestern Spine Glacier,POI-026 [PEAK] Central High Peak; POI-069 [GLACIER] Southwestern Spine Glacier,Region: Aerie Peaks || Continent: Southwestern || Class: Town || Biome: Ice Snow Glacier || Broad: POLAR_ICE || Specific: GLACIER | PACK_ICE || POIs: POI-026 [PEAK] Central High Peak; POI-069 [GLACIER] Southwestern Spine Glacier,,,
SITE-123,,WORKING,VILLAGE,STRONG,4,-29.964358,-65.446029,R18,Aerie Peaks,Southwestern,LAND,ALPINE_MOUNTAIN,MOUNTAIN,ALPINE | PLATEAU,2544.1,295.5,1310.3,2834.2,170.6,,1,POI-039,MOUNTAIN_RANGE,Southwestern Spine Range,POI-039 [MOUNTAIN_RANGE] Southwestern Spine Range,Region: Aerie Peaks || Continent: Southwestern || Class: Village || Biome: Alpine Mountain || Broad: MOUNTAIN || Specific: ALPINE | PLATEAU || POIs: POI-039 [MOUNTAIN_RANGE] Southwestern Spine Range,,,
SITE-124,,WORKING,HAMLET,GOOD,3,-12.194805,-60.006017,R18,Aerie Peaks,Southwestern,COASTAL_LAND,GRASSLAND_STEPPE,COASTAL | GRASSLAND,ESTUARY | STEPPE,35.4,14.4,2889.1,4761.5,1748.1,,0,,,,,Region: Aerie Peaks || Continent: Southwestern || Class: Hamlet || Biome: Grassland Steppe || Broad: COASTAL | GRASSLAND || Specific: ESTUARY | STEPPE,,,
SITE-125,,WORKING,HAMLET,MODEST,2,-39.426943,-76.006016,R18,Aerie Peaks,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,COASTAL | FOREST,ESTUARY | FOREST_FLOOR | RAIN_FOREST,892.2,2.4,2091.9,2368.1,1240.5,,0,,,,,Region: Aerie Peaks || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: COASTAL | FOREST || Specific: ESTUARY | FOREST_FLOOR | RAIN_FOREST,,,
SITE-126,,WORKING,HAMLET,FRONTIER,1,-30.825188,-87.506262,R18,Aerie Peaks,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,COASTAL | FOREST,ESTUARY | FOREST_FLOOR | RAIN_FOREST,211.2,1.6,3259.7,3783.4,1658.6,,0,,,,,Region: Aerie Peaks || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: COASTAL | FOREST || Specific: ESTUARY | FOREST_FLOOR | RAIN_FOREST,,,
SITE-127,Whakareva,CANONICAL,METROPOLIS,METROPOLIS,7,-27.87888,18.921071,R19,Caldera Heights,Southwestern,LAND,GRASSLAND_STEPPE,BUILT_ENVIRONMENT | GENERALIST | GRASSLAND,CASTLE | CITY | GENERALIST | ROAD | STEPPE | VILLAGE | WORKSHOP,907.5,55.6,1856.4,5371.1,5443.9,,3,POI-009 | POI-028 | POI-073,HELL_DOOR | PEAK | VOLCANO,Hell Door | Far East Volcano Peak | Far-East Volcano,POI-009 [HELL_DOOR] Hell Door; POI-028 [PEAK] Far East Volcano Peak; POI-073 [VOLCANO] Far-East Volcano,Region: Caldera Heights || Continent: Southwestern || Class: Metropolis || Biome: Grassland Steppe || Broad: BUILT_ENVIRONMENT | GENERALIST | GRASSLAND || Specific: CASTLE | CITY | GENERALIST | ROAD | STEPPE | VILLAGE | WORKSHOP || POIs: POI-009 [HELL_DOOR] Hell Door; POI-028 [PEAK] Far East Volcano Peak; POI-073 [VOLCANO] Far-East Volcano,,,
SITE-128,,WORKING,CITY,PRIME,6,-25.688558,-16.90456,R19,Caldera Heights,Southwestern,COASTAL_LAND,SAVANNA_WARM_GRASSLAND,COASTAL | GRASSLAND,ESTUARY | SAVANNA,698.2,19.6,807.1,3535.6,3195.8,,1,POI-014,CALDERA,Volcanic Caldera,POI-014 [CALDERA] Volcanic Caldera,Region: Caldera Heights || Continent: Southwestern || Class: City || Biome: Savanna Warm Grassland || Broad: COASTAL | GRASSLAND || Specific: ESTUARY | SAVANNA || POIs: POI-014 [CALDERA] Volcanic Caldera,,,
SITE-129,,WORKING,TOWN,MAJOR,5,-20.86964,-41.982459,R19,Caldera Heights,Southwestern,COASTAL_LAND,OCEAN,COASTAL,ESTUARY,0.0,4.6,1006.6,3665.8,2390.6,,0,,,,,Region: Caldera Heights || Continent: Southwestern || Class: Town || Biome: Ocean || Broad: COASTAL || Specific: ESTUARY,,,
SITE-130,,WORKING,VILLAGE,STRONG,4,-22.723294,-30.457811,R19,Caldera Heights,Southwestern,LAND,GRASSLAND_STEPPE,GRASSLAND,STEPPE,42.8,35.4,1044.1,3576.3,2621.6,,2,POI-032 | POI-053,JUNGLE | FOREST,Southwestern Emerald Jungle | Southwestern Rainwood,POI-032 [JUNGLE] Southwestern Emerald Jungle; POI-053 [FOREST] Southwestern Rainwood,Region: Caldera Heights || Continent: Southwestern || Class: Village || Biome: Grassland Steppe || Broad: GRASSLAND || Specific: STEPPE || POIs: POI-032 [JUNGLE] Southwestern Emerald Jungle; POI-053 [FOREST] Southwestern Rainwood,,,
SITE-131,,WORKING,HAMLET,GOOD,3,-24.318205,-54.366042,R19,Caldera Heights,Southwestern,LAND,SUBTROPICAL_DENSE_FOREST,FOREST,FOREST_FLOOR | RAIN_FOREST,477.5,42.1,1411.9,3224.9,1412.3,,0,,,,,Region: Caldera Heights || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: FOREST || Specific: FOREST_FLOOR | RAIN_FOREST,,,
SITE-132,,WORKING,HAMLET,MODEST,2,-26.861368,-4.34196,R19,Caldera Heights,Southwestern,LAND,ALPINE_MOUNTAIN,MOUNTAIN,ALPINE | CLIFF,2224.8,212.2,965.9,3897.1,4151.1,,3,POI-015 | POI-027 | POI-072,HOT_SPRING | PEAK | VOLCANO,Hot Spring Field | Eastern Volcano Peak | Eastern Volcano,POI-015 [HOT_SPRING] Hot Spring Field; POI-027 [PEAK] Eastern Volcano Peak; POI-072 [VOLCANO] Eastern Volcano,Region: Caldera Heights || Continent: Southwestern || Class: Hamlet || Biome: Alpine Mountain || Broad: MOUNTAIN || Specific: ALPINE | CLIFF || POIs: POI-015 [HOT_SPRING] Hot Spring Field; POI-027 [PEAK] Eastern Volcano Peak; POI-072 [VOLCANO] Eastern Volcano,,,
SITE-133,,WORKING,HAMLET,FRONTIER,1,-12.781712,-59.684528,R19,Caldera Heights,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,COASTAL | FOREST,ESTUARY | FOREST_FLOOR | RAIN_FOREST,56.6,14.7,2816.1,4683.7,1739.1,,0,,,,,Region: Caldera Heights || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: COASTAL | FOREST || Specific: ESTUARY | FOREST_FLOOR | RAIN_FOREST,,,
SITE-134,Chiroptera,CANONICAL,METROPOLIS,METROPOLIS,7,-31.615694,-21.940734,R20,Heartwood,Southwestern,LAND,SAVANNA_WARM_GRASSLAND,BUILT_ENVIRONMENT | FRESHWATER | GENERALIST | GRASSLAND,CASTLE | CITY | FLOODPLAIN | GENERALIST | RIVER | ROAD | SAVANNA | VILLAGE | WORKSHOP,67.1,861.8,14.0,2779.9,2411.4,,0,,,,,Region: Heartwood || Continent: Southwestern || Class: Metropolis || Biome: Savanna Warm Grassland || Broad: BUILT_ENVIRONMENT | FRESHWATER | GENERALIST | GRASSLAND || Specific: CASTLE | CITY | FLOODPLAIN | GENERALIST | RIVER | ROAD | SAVANNA | VILLAGE | WORKSHOP,,,
SITE-135,,WORKING,CITY,PRIME,6,-35.384766,-2.305817,R20,Heartwood,Southwestern,LAND,SAVANNA_WARM_GRASSLAND,GRASSLAND,SAVANNA,1214.2,84.4,293.7,3282.4,4017.7,,0,,,,,Region: Heartwood || Continent: Southwestern || Class: City || Biome: Savanna Warm Grassland || Broad: GRASSLAND || Specific: SAVANNA,,,
SITE-136,,WORKING,TOWN,MAJOR,5,-28.44864,-44.392399,R20,Heartwood,Southwestern,LAND,GRASSLAND_STEPPE,GRASSLAND,STEPPE,412.6,74.5,573.1,2768.7,1497.3,,0,,,,,Region: Heartwood || Continent: Southwestern || Class: Town || Biome: Grassland Steppe || Broad: GRASSLAND || Specific: STEPPE,,,
SITE-137,,WORKING,VILLAGE,STRONG,4,-34.030537,90.225325,R20,Heartwood,Southwestern,COASTAL_LAND,SAVANNA_WARM_GRASSLAND,COASTAL | GRASSLAND,ESTUARY | ISLAND | SAVANNA,33.9,14.0,2672.7,2541.7,7424.5,,0,,,,,Region: Heartwood || Continent: Southwestern || Class: Village || Biome: Savanna Warm Grassland || Broad: COASTAL | GRASSLAND || Specific: ESTUARY | ISLAND | SAVANNA,,,
SITE-138,,WORKING,HAMLET,GOOD,3,-26.117179,79.011638,R20,Heartwood,Southwestern,COASTAL_LAND,GRASSLAND_STEPPE,COASTAL | GRASSLAND,ESTUARY | ISLAND | STEPPE,33.9,6.9,1972.6,1867.6,6093.0,,0,,,,,Region: Heartwood || Continent: Southwestern || Class: Hamlet || Biome: Grassland Steppe || Broad: COASTAL | GRASSLAND || Specific: ESTUARY | ISLAND | STEPPE,,,
SITE-139,,WORKING,HAMLET,MODEST,2,-42.448657,-41.874594,R20,Heartwood,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,COASTAL | FOREST | MOUNTAIN,ALPINE | ESTUARY | FOREST_FLOOR | PLATEAU | RAIN_FOREST,2015.3,5.4,1012.7,1337.5,234.8,,0,,,,,Region: Heartwood || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: COASTAL | FOREST | MOUNTAIN || Specific: ALPINE | ESTUARY | FOREST_FLOOR | PLATEAU | RAIN_FOREST,,,
SITE-140,,WORKING,HAMLET,FRONTIER,1,-32.711357,17.580625,R20,Heartwood,Southwestern,LAND,ALPINE_MOUNTAIN,MOUNTAIN,ALPINE | CLIFF,1862.2,225.2,1453.1,4963.7,5952.7,,0,,,,,Region: Heartwood || Continent: Southwestern || Class: Hamlet || Biome: Alpine Mountain || Broad: MOUNTAIN || Specific: ALPINE | CLIFF,,,
SITE-141,Atlantia,CANONICAL,METROPOLIS,METROPOLIS,7,-34.432478,91.026361,R21,Ringwood Isles,Southwestern,COASTAL_LAND,SAVANNA_WARM_GRASSLAND,BUILT_ENVIRONMENT | COASTAL | GENERALIST | GRASSLAND,CASTLE | CITY | ESTUARY | GENERALIST | ISLAND | ROAD | SAVANNA | VILLAGE | WORKSHOP,33.2,27.8,2719.1,2586.6,7504.3,ISLAND-0222,0,,,,,Region: Ringwood Isles || Continent: Southwestern || Class: Metropolis || Biome: Savanna Warm Grassland || Broad: BUILT_ENVIRONMENT | COASTAL | GENERALIST | GRASSLAND || Specific: CASTLE | CITY | ESTUARY | GENERALIST | ISLAND | ROAD | SAVANNA | VILLAGE | WORKSHOP,,,
SITE-142,,WORKING,CITY,PRIME,6,-33.587215,27.868918,R21,Ringwood Isles,Southwestern,COASTAL_LAND,GRASSLAND_STEPPE,COASTAL | GRASSLAND,ESTUARY | STEPPE,120.7,1.8,2250.0,5387.9,6005.9,,1,POI-090,SEA,Southern Passage Sea,POI-090 [SEA] Southern Passage Sea,Region: Ringwood Isles || Continent: Southwestern || Class: City || Biome: Grassland Steppe || Broad: COASTAL | GRASSLAND || Specific: ESTUARY | STEPPE || POIs: POI-090 [SEA] Southern Passage Sea,,,
SITE-143,,WORKING,TOWN,MAJOR,5,-37.837262,-47.591572,R21,Ringwood Isles,Southwestern,LAND,SAVANNA_WARM_GRASSLAND,GRASSLAND,SAVANNA,1122.8,431.4,615.8,1739.6,457.7,,0,,,,,Region: Ringwood Isles || Continent: Southwestern || Class: Town || Biome: Savanna Warm Grassland || Broad: GRASSLAND || Specific: SAVANNA,,,
SITE-144,,WORKING,VILLAGE,STRONG,4,-47.850539,29.885814,R21,Ringwood Isles,Southwestern,COASTAL_LAND,OCEAN,COASTAL,ESTUARY,0.0,1.9,2018.8,5514.1,7022.3,,0,,,,,Region: Ringwood Isles || Continent: Southwestern || Class: Village || Biome: Ocean || Broad: COASTAL || Specific: ESTUARY,,,
SITE-145,,WORKING,HAMLET,GOOD,3,-50.408928,84.291437,R21,Ringwood Isles,Southwestern,COASTAL_LAND,SUBTROPICAL_DENSE_FOREST,COASTAL | FOREST,ESTUARY | FOREST_FLOOR | ISLAND | RAIN_FOREST,36.2,1.6,4248.5,4127.1,8461.9,,2,POI-005 | POI-016,VOLCANIC_ISLAND_CHAIN | UNDERWATER_LANDMARK,Visible Volcanic Island Chain | Abyssal Underwater Landmark,POI-005 [VOLCANIC_ISLAND_CHAIN] Visible Volcanic Island Chain; POI-016 [UNDERWATER_LANDMARK] Abyssal Underwater Landmark,Region: Ringwood Isles || Continent: Southwestern || Class: Hamlet || Biome: Subtropical Dense Forest || Broad: COASTAL | FOREST || Specific: ESTUARY | FOREST_FLOOR | ISLAND | RAIN_FOREST || POIs: POI-005 [VOLCANIC_ISLAND_CHAIN] Visible Volcanic Island Chain; POI-016 [UNDERWATER_LANDMARK] Abyssal Underwater Landmark,,,
SITE-146,,WORKING,HAMLET,MODEST,2,-39.470955,-33.40995,R21,Ringwood Isles,Southwestern,LAND,ICE_SNOW_GLACIER,POLAR_ICE,GLACIER | PACK_ICE,873.2,262.1,659.2,1731.3,1040.1,,1,POI-049,RIVER,Central Plains River,POI-049 [RIVER] Central Plains River,Region: Ringwood Isles || Continent: Southwestern || Class: Hamlet || Biome: Ice Snow Glacier || Broad: POLAR_ICE || Specific: GLACIER | PACK_ICE || POIs: POI-049 [RIVER] Central Plains River,,,
SITE-147,,WORKING,HAMLET,FRONTIER,1,-34.388691,-59.943631,R21,Ringwood Isles,Southwestern,LAND,ALPINE_MOUNTAIN,MOUNTAIN,ALPINE | PLATEAU,2167.5,376.9,603.9,2243.1,232.4,,3,POI-030 | POI-062 | POI-075,PEAK | PLAINS | MOUNTAIN_RANGE,Derived Summit 02 | Southern Great Plain | Southern Long Range,POI-030 [PEAK] Derived Summit 02; POI-062 [PLAINS] Southern Great Plain; POI-075 [MOUNTAIN_RANGE] Southern Long Range,Region: Ringwood Isles || Continent: Southwestern || Class: Hamlet || Biome: Alpine Mountain || Broad: MOUNTAIN || Specific: ALPINE | PLATEAU || POIs: POI-030 [PEAK] Derived Summit 02; POI-062 [PLAINS] Southern Great Plain; POI-075 [MOUNTAIN_RANGE] Southern Long Range,,,
SITE-148,Tjuringa,CANONICAL,METROPOLIS,METROPOLIS,7,-68.023152,43.027322,R22,The Chains,Southwestern,LAND,SAVANNA_WARM_GRASSLAND,BUILT_ENVIRONMENT | GENERALIST | GRASSLAND,CASTLE | CITY | GENERALIST | ISLAND | ROAD | SAVANNA | VILLAGE | WORKSHOP,50.8,55.6,3579.8,6461.2,8446.8,ISLAND-0179,1,POI-083,ISLAND,Far-South Ice Isle,POI-083 [ISLAND] Far-South Ice Isle,Region: The Chains || Continent: Southwestern || Class: Metropolis || Biome: Savanna Warm Grassland || Broad: BUILT_ENVIRONMENT | GENERALIST | GRASSLAND || Specific: CASTLE | CITY | GENERALIST | ISLAND | ROAD | SAVANNA | VILLAGE | WORKSHOP || POIs: POI-083 [ISLAND] Far-South Ice Isle,,,
