journalEntryId,batchId,targetUnitId,targetField,timestamp,query,searchResultChosen,actualOpenedUrl,sourceOpened,accepted,rejectionReason,title,organization,publisher,locator,boundedContext,sourceFact
JRN_R11_B01_CLT_SPANISH_CASTILIAN_PERSONALITY_ID_001,R11_B01,CLT_SPANISH_CASTILIAN,personalityId,2026-08-19T21:53:08Z,site:whc.unesco.org Escurial Castile Sierra Guadarrama,UNESCO Castilian royal-monastery landscape record,https://whc.unesco.org/en/list/318/,true,true,,"Monastery and Site of the Escurial, Madrid",World Heritage Centre,UNESCO,"Outstanding Universal Value, lines 40-76","The Castilian site at the Sierra de Guadarrama foothills combines monastery, church, palace, school, library, gardens, agricultural land, woods and a later town; religious, educational and cultural functions continue.",The complex preserves a historic Castilian institutional landscape while remaining functionally active.
JRN_R11_B01_CLT_SPANISH_CASTILIAN_TERRAIN_BROAD_001,R11_B01,CLT_SPANISH_CASTILIAN,terrainBroad,2026-08-19T21:53:08Z,site:whc.unesco.org Escurial Castile Sierra Guadarrama,UNESCO Castilian royal-monastery landscape record,https://whc.unesco.org/en/list/318/,true,true,,"Monastery and Site of the Escurial, Madrid",World Heritage Centre,UNESCO,"Outstanding Universal Value, lines 40-76","The Castilian site at the Sierra de Guadarrama foothills combines monastery, church, palace, school, library, gardens, agricultural land, woods and a later town; religious, educational and cultural functions continue.","UNESCO directly locates the site at mountain foothills and inventories woods, gardens, agricultural land and the built town-monastery complex."
JRN_R11_B01_CLT_SPANISH_CASTILIAN_TERRAIN_SPECIFIC_001,R11_B01,CLT_SPANISH_CASTILIAN,terrainSpecific,2026-08-19T21:53:08Z,site:whc.unesco.org Escurial Castile Sierra Guadarrama,UNESCO Castilian royal-monastery landscape record,https://whc.unesco.org/en/list/318/,true,true,,"Monastery and Site of the Escurial, Madrid",World Heritage Centre,UNESCO,"Outstanding Universal Value, lines 40-76","The Castilian site at the Sierra de Guadarrama foothills combines monastery, church, palace, school, library, gardens, agricultural land, woods and a later town; religious, educational and cultural functions continue.","Documented terrain includes alpine foothills, woodland, farmland, city and temple space."
JRN_R11_B01_SPC_CHRYSOCHLORIS_ASIATICA_PERSONALITY_ID_001,R11_B01,SPC_CHRYSOCHLORIS_ASIATICA,personalityId,2026-08-19T21:52:34Z,Chrysochloris asiatica habitat behavior,Animal Diversity Web exact-species account,https://animaldiversity.org/accounts/Chrysochloris_asiatica/,true,true,,Chrysochloris asiatica,Animal Diversity Web,University of Michigan Museum of Zoology,"Habitat and Behavior sections, lines 47-58 and 107-120","Cape golden moles occupy sandy soils from dunes and beaches to mountains and urban areas, remain primarily underground, and may excavate roughly twenty metres of tunnels in a day.",The species engineers extensive shallow foraging tunnels in sandy soil and also uses deeper burrow systems.
JRN_R11_B01_SPC_CHRYSOCHLORIS_ASIATICA_TERRAIN_BROAD_001,R11_B01,SPC_CHRYSOCHLORIS_ASIATICA,terrainBroad,2026-08-19T21:52:34Z,Chrysochloris asiatica habitat behavior,Animal Diversity Web exact-species account,https://animaldiversity.org/accounts/Chrysochloris_asiatica/,true,true,,Chrysochloris asiatica,Animal Diversity Web,University of Michigan Museum of Zoology,"Habitat and Behavior sections, lines 47-58 and 107-120","Cape golden moles occupy sandy soils from dunes and beaches to mountains and urban areas, remain primarily underground, and may excavate roughly twenty metres of tunnels in a day.","The account places the species underground in sandy coastal, dune, mountain, and urban habitats."
JRN_R11_B01_SPC_CHRYSOCHLORIS_ASIATICA_TERRAIN_SPECIFIC_001,R11_B01,SPC_CHRYSOCHLORIS_ASIATICA,terrainSpecific,2026-08-19T21:52:34Z,Chrysochloris asiatica habitat behavior,Animal Diversity Web exact-species account,https://animaldiversity.org/accounts/Chrysochloris_asiatica/,true,true,,Chrysochloris asiatica,Animal Diversity Web,University of Michigan Museum of Zoology,"Habitat and Behavior sections, lines 47-58 and 107-120","Cape golden moles occupy sandy soils from dunes and beaches to mountains and urban areas, remain primarily underground, and may excavate roughly twenty metres of tunnels in a day.","Documented habitats include dry sand and dunes, beaches, mountains, cities, soil, and tunnels."
JRN_R11_B01_SPC_CHRYSOSPALAX_TREVELYANI_PERSONALITY_ID_001,R11_B01,SPC_CHRYSOSPALAX_TREVELYANI,personalityId,2026-08-19T21:52:34Z,Giant golden mole exact species behavior habitat,Giant golden mole species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Giant_golden_mole,true,true,,Giant golden mole,Wikipedia contributors,Wikimedia Foundation,"Ecology and behaviour, lines 153-177","The exact species is nocturnal, solitary, subterranean, and moves through tunnels beneath forest soil and leaf litter.",The giant golden mole excavates and uses tunnel systems through soft forest soils and leaf litter.
JRN_R11_B01_SPC_CHRYSOSPALAX_TREVELYANI_TERRAIN_BROAD_001,R11_B01,SPC_CHRYSOSPALAX_TREVELYANI,terrainBroad,2026-08-19T21:52:34Z,Giant golden mole exact species behavior habitat,Giant golden mole species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Giant_golden_mole,true,true,,Giant golden mole,Wikipedia contributors,Wikimedia Foundation,"Ecology and behaviour, lines 153-177","The exact species is nocturnal, solitary, subterranean, and moves through tunnels beneath forest soil and leaf litter.",Its account places the animal below ground in forest and leaf-litter substrates.
JRN_R11_B01_SPC_CHRYSOSPALAX_TREVELYANI_TERRAIN_SPECIFIC_001,R11_B01,SPC_CHRYSOSPALAX_TREVELYANI,terrainSpecific,2026-08-19T21:52:34Z,Giant golden mole exact species behavior habitat,Giant golden mole species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Giant_golden_mole,true,true,,Giant golden mole,Wikipedia contributors,Wikimedia Foundation,"Ecology and behaviour, lines 153-177","The exact species is nocturnal, solitary, subterranean, and moves through tunnels beneath forest soil and leaf litter.","Documented terrain is forest floor, soft soil, and subterranean tunnels."
JRN_R11_B01_SPC_DENDROHYRAX_ARBOREUS_PERSONALITY_ID_001,R11_B01,SPC_DENDROHYRAX_ARBOREUS,personalityId,2026-08-19T21:52:35Z,Southern tree hyrax exact species behavior habitat,Southern tree hyrax species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Southern_tree_hyrax,true,true,,Southern tree hyrax,Wikipedia contributors,Wikimedia Foundation,"Habitat and behaviour, lines 166-195","Southern tree hyraxes shelter in hollow trees or dense foliage and issue loud, repeated nocturnal calls; records span lowland and montane forests, savanna, and rocky highlands.",The exact species uses characteristic loud nocturnal vocal sequences for communication.
JRN_R11_B01_SPC_DENDROHYRAX_ARBOREUS_TERRAIN_BROAD_001,R11_B01,SPC_DENDROHYRAX_ARBOREUS,terrainBroad,2026-08-19T21:52:35Z,Southern tree hyrax exact species behavior habitat,Southern tree hyrax species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Southern_tree_hyrax,true,true,,Southern tree hyrax,Wikipedia contributors,Wikimedia Foundation,"Habitat and behaviour, lines 166-195","Southern tree hyraxes shelter in hollow trees or dense foliage and issue loud, repeated nocturnal calls; records span lowland and montane forests, savanna, and rocky highlands.",The account documents arboreal use of forest canopy and high-elevation forest plus savanna and rocky areas.
JRN_R11_B01_SPC_DENDROHYRAX_ARBOREUS_TERRAIN_SPECIFIC_001,R11_B01,SPC_DENDROHYRAX_ARBOREUS,terrainSpecific,2026-08-19T21:52:35Z,Southern tree hyrax exact species behavior habitat,Southern tree hyrax species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Southern_tree_hyrax,true,true,,Southern tree hyrax,Wikipedia contributors,Wikimedia Foundation,"Habitat and behaviour, lines 166-195","Southern tree hyraxes shelter in hollow trees or dense foliage and issue loud, repeated nocturnal calls; records span lowland and montane forests, savanna, and rocky highlands.","Documented terrain includes canopy, montane forest, moist savanna, and rocky highlands."
JRN_R11_B01_SPC_DUGONG_DUGON_PERSONALITY_ID_001,R11_B01,SPC_DUGONG_DUGON,personalityId,2026-08-19T21:52:35Z,Dugong exact species behavior habitat,Dugong species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Dugong,true,true,,Dugong,Wikipedia contributors,Wikimedia Foundation,"Distribution and behaviour, lines 225-227 and 336-341","Dugongs depend on coastal seagrass meadows in shallow protected bays, mangrove channels, and inshore-island waters; large numbers sometimes travel together as seagrass availability changes.","Although often solitary or paired, dugongs form temporary large gatherings and may move together between feeding areas."
JRN_R11_B01_SPC_DUGONG_DUGON_TERRAIN_BROAD_001,R11_B01,SPC_DUGONG_DUGON,terrainBroad,2026-08-19T21:52:35Z,Dugong exact species behavior habitat,Dugong species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Dugong,true,true,,Dugong,Wikipedia contributors,Wikimedia Foundation,"Distribution and behaviour, lines 225-227 and 336-341","Dugongs depend on coastal seagrass meadows in shallow protected bays, mangrove channels, and inshore-island waters; large numbers sometimes travel together as seagrass availability changes.",The species is restricted to shallow coastal marine habitats supporting seagrass.
JRN_R11_B01_SPC_DUGONG_DUGON_TERRAIN_SPECIFIC_001,R11_B01,SPC_DUGONG_DUGON,terrainSpecific,2026-08-19T21:52:35Z,Dugong exact species behavior habitat,Dugong species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Dugong,true,true,,Dugong,Wikipedia contributors,Wikimedia Foundation,"Distribution and behaviour, lines 225-227 and 336-341","Dugongs depend on coastal seagrass meadows in shallow protected bays, mangrove channels, and inshore-island waters; large numbers sometimes travel together as seagrass availability changes.","Documented terrain includes seagrass beds, protected bays, mangrove channels, estuarine creeks, and inshore islands."
JRN_R11_B01_SPC_ECHINOPS_TELFAIRI_PERSONALITY_ID_001,R11_B01,SPC_ECHINOPS_TELFAIRI,personalityId,2026-08-19T21:52:35Z,Lesser hedgehog tenrec exact species behavior habitat,Lesser hedgehog tenrec species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Lesser_hedgehog_tenrec,true,true,,Lesser hedgehog tenrec,Wikipedia contributors,Wikimedia Foundation,"Habitat and Behavior, lines 158 and 167-174","The species occupies dry forest, shrubland, and dry savanna, rests under logs, leaf piles or hollow trees, forages alone, and enters winter torpor.",The lesser hedgehog tenrec enters seasonal torpor and resumes breeding with warmth and food availability.
JRN_R11_B01_SPC_ECHINOPS_TELFAIRI_TERRAIN_BROAD_001,R11_B01,SPC_ECHINOPS_TELFAIRI,terrainBroad,2026-08-19T21:52:35Z,Lesser hedgehog tenrec exact species behavior habitat,Lesser hedgehog tenrec species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Lesser_hedgehog_tenrec,true,true,,Lesser hedgehog tenrec,Wikipedia contributors,Wikimedia Foundation,"Habitat and Behavior, lines 158 and 167-174","The species occupies dry forest, shrubland, and dry savanna, rests under logs, leaf piles or hollow trees, forages alone, and enters winter torpor.","The account explicitly lists tropical dry forest, shrubland, and dry savanna."
JRN_R11_B01_SPC_ECHINOPS_TELFAIRI_TERRAIN_SPECIFIC_001,R11_B01,SPC_ECHINOPS_TELFAIRI,terrainSpecific,2026-08-19T21:52:35Z,Lesser hedgehog tenrec exact species behavior habitat,Lesser hedgehog tenrec species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Lesser_hedgehog_tenrec,true,true,,Lesser hedgehog tenrec,Wikipedia contributors,Wikimedia Foundation,"Habitat and Behavior, lines 158 and 167-174","The species occupies dry forest, shrubland, and dry savanna, rests under logs, leaf piles or hollow trees, forages alone, and enters winter torpor.","Documented microhabitats include forest floor litter, hollow trees, shrubland, and savanna."
JRN_R11_B01_SPC_ELEPHAS_MAXIMUS_PERSONALITY_ID_001,R11_B01,SPC_ELEPHAS_MAXIMUS,personalityId,2026-08-19T21:52:35Z,Asian elephant exact species behavior habitat,Asian elephant species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Asian_elephant,true,true,,Asian elephant,Wikipedia contributors,Wikimedia Foundation,Habitat and social behaviour sections,"Asian elephants range through grassland, evergreen and moist deciduous forest and scrub into high elevations; related females and young form bonded family groups within fission-fusion clans.",Related adult females cooperate around dependent calves and maintain enduring family-group bonds.
JRN_R11_B01_SPC_ELEPHAS_MAXIMUS_TERRAIN_BROAD_001,R11_B01,SPC_ELEPHAS_MAXIMUS,terrainBroad,2026-08-19T21:52:35Z,Asian elephant exact species behavior habitat,Asian elephant species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Asian_elephant,true,true,,Asian elephant,Wikipedia contributors,Wikimedia Foundation,Habitat and social behaviour sections,"Asian elephants range through grassland, evergreen and moist deciduous forest and scrub into high elevations; related females and young form bonded family groups within fission-fusion clans.","The exact-species account documents grassland, multiple forest types, scrub and high-elevation habitat."
JRN_R11_B01_SPC_ELEPHAS_MAXIMUS_TERRAIN_SPECIFIC_001,R11_B01,SPC_ELEPHAS_MAXIMUS,terrainSpecific,2026-08-19T21:52:35Z,Asian elephant exact species behavior habitat,Asian elephant species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Asian_elephant,true,true,,Asian elephant,Wikipedia contributors,Wikimedia Foundation,Habitat and social behaviour sections,"Asian elephants range through grassland, evergreen and moist deciduous forest and scrub into high elevations; related females and young form bonded family groups within fission-fusion clans.","Documented terrain includes rainforest, woodland, savanna, scrubland, and mountain zones."
JRN_R11_B01_SPC_EREMITALPA_GRANTI_PERSONALITY_ID_001,R11_B01,SPC_EREMITALPA_GRANTI,personalityId,2026-08-19T21:52:35Z,Grant's golden mole exact species behavior habitat,Grant's golden mole species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Grant%27s_golden_mole,true,true,,Grant's golden mole,Wikipedia contributors,Wikimedia Foundation,Habitat and behaviour sections,"Grant's golden mole occupies arid coastal dunes and dry riverbeds, moves through loose sand, uses temporary burrows, and enters daily torpor.","The species persists in arid sand by nocturnal activity, subsurface movement, and energy-saving torpor."
JRN_R11_B01_SPC_EREMITALPA_GRANTI_TERRAIN_BROAD_001,R11_B01,SPC_EREMITALPA_GRANTI,terrainBroad,2026-08-19T21:52:35Z,Grant's golden mole exact species behavior habitat,Grant's golden mole species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Grant%27s_golden_mole,true,true,,Grant's golden mole,Wikipedia contributors,Wikimedia Foundation,Habitat and behaviour sections,"Grant's golden mole occupies arid coastal dunes and dry riverbeds, moves through loose sand, uses temporary burrows, and enters daily torpor.",The exact-species account places it in the Namib's coastal desert sands.
JRN_R11_B01_SPC_EREMITALPA_GRANTI_TERRAIN_SPECIFIC_001,R11_B01,SPC_EREMITALPA_GRANTI,terrainSpecific,2026-08-19T21:52:35Z,Grant's golden mole exact species behavior habitat,Grant's golden mole species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Grant%27s_golden_mole,true,true,,Grant's golden mole,Wikipedia contributors,Wikimedia Foundation,Habitat and behaviour sections,"Grant's golden mole occupies arid coastal dunes and dry riverbeds, moves through loose sand, uses temporary burrows, and enters daily torpor.","Documented microhabitats are coastal dunes, hot desert, dry sandy channels, and burrows."
JRN_R11_B01_SPC_HEMICENTETES_SEMISPINOSUS_PERSONALITY_ID_001,R11_B01,SPC_HEMICENTETES_SEMISPINOSUS,personalityId,2026-08-19T21:52:35Z,Lowland streaked tenrec exact species behavior habitat,Lowland streaked tenrec species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Lowland_streaked_tenrec,true,true,,Lowland streaked tenrec,Wikipedia contributors,Wikimedia Foundation,"Communication and physiology, lines 214-227",Specialized dorsal quills generate high-frequency stridulation for communication and warnings; the animal digs through soil and leaf litter and uses forest burrows.,The exact species deliberately vibrates specialized quills to communicate with young and signal danger.
JRN_R11_B01_SPC_HEMICENTETES_SEMISPINOSUS_TERRAIN_BROAD_001,R11_B01,SPC_HEMICENTETES_SEMISPINOSUS,terrainBroad,2026-08-19T21:52:35Z,Lowland streaked tenrec exact species behavior habitat,Lowland streaked tenrec species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Lowland_streaked_tenrec,true,true,,Lowland streaked tenrec,Wikipedia contributors,Wikimedia Foundation,"Communication and physiology, lines 214-227",Specialized dorsal quills generate high-frequency stridulation for communication and warnings; the animal digs through soil and leaf litter and uses forest burrows.,"The account places foraging and shelter in lowland rainforest soil, leaf litter, and burrows."
JRN_R11_B01_SPC_HEMICENTETES_SEMISPINOSUS_TERRAIN_SPECIFIC_001,R11_B01,SPC_HEMICENTETES_SEMISPINOSUS,terrainSpecific,2026-08-19T21:52:35Z,Lowland streaked tenrec exact species behavior habitat,Lowland streaked tenrec species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Lowland_streaked_tenrec,true,true,,Lowland streaked tenrec,Wikipedia contributors,Wikimedia Foundation,"Communication and physiology, lines 214-227",Specialized dorsal quills generate high-frequency stridulation for communication and warnings; the animal digs through soil and leaf litter and uses forest burrows.,"Documented terrain is rainforest floor, soil, and burrow habitat."
JRN_R11_B01_SPC_HETEROHYRAX_BRUCEI_PERSONALITY_ID_001,R11_B01,SPC_HETEROHYRAX_BRUCEI,personalityId,2026-08-19T21:52:35Z,Yellow-spotted rock hyrax exact species behavior habitat,Yellow-spotted rock hyrax species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Yellow-spotted_rock_hyrax,true,true,,Yellow-spotted rock hyrax,Wikipedia contributors,Wikimedia Foundation,"Population, habitat and general behaviour, lines 222-231 and 293-300","Colonies occupy rocky kopjes, sheer faces and boulder piles in dry savanna; a dominant male watches from a high rock and gives a shrill alarm at danger.",A colony sentinel maintains vigilance from a high rock and broadcasts danger alarms.
JRN_R11_B01_SPC_HETEROHYRAX_BRUCEI_TERRAIN_BROAD_001,R11_B01,SPC_HETEROHYRAX_BRUCEI,terrainBroad,2026-08-19T21:52:35Z,Yellow-spotted rock hyrax exact species behavior habitat,Yellow-spotted rock hyrax species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Yellow-spotted_rock_hyrax,true,true,,Yellow-spotted rock hyrax,Wikipedia contributors,Wikimedia Foundation,"Population, habitat and general behaviour, lines 222-231 and 293-300","Colonies occupy rocky kopjes, sheer faces and boulder piles in dry savanna; a dominant male watches from a high rock and gives a shrill alarm at danger.",The exact species is restricted to rocky elevated sites embedded in dry savanna.
JRN_R11_B01_SPC_HETEROHYRAX_BRUCEI_TERRAIN_SPECIFIC_001,R11_B01,SPC_HETEROHYRAX_BRUCEI,terrainSpecific,2026-08-19T21:52:35Z,Yellow-spotted rock hyrax exact species behavior habitat,Yellow-spotted rock hyrax species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Yellow-spotted_rock_hyrax,true,true,,Yellow-spotted rock hyrax,Wikipedia contributors,Wikimedia Foundation,"Population, habitat and general behaviour, lines 222-231 and 293-300","Colonies occupy rocky kopjes, sheer faces and boulder piles in dry savanna; a dominant male watches from a high rock and gives a shrill alarm at danger.","Documented terrain includes cliffs, boulder kopjes, and savanna from sea level to 3,800 metres."
JRN_R11_B01_SPC_LIMNOGALE_MERGULUS_PERSONALITY_ID_001,R11_B01,SPC_LIMNOGALE_MERGULUS,personalityId,2026-08-19T21:52:35Z,Web-footed tenrec exact species behavior habitat,Web-footed tenrec species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Web-footed_tenrec,true,true,,Web-footed tenrec,Wikipedia contributors,Wikimedia Foundation,Habitat and behaviour sections,"The nocturnal, mostly solitary species follows fast forest streams, shelters in stream-bank burrows, and uses sensitive vibrissae while diving and searching for aquatic prey.",The web-footed tenrec follows a repeatable tactile-and-diving sequence to locate prey in flowing water.
JRN_R11_B01_SPC_LIMNOGALE_MERGULUS_TERRAIN_BROAD_001,R11_B01,SPC_LIMNOGALE_MERGULUS,terrainBroad,2026-08-19T21:52:35Z,Web-footed tenrec exact species behavior habitat,Web-footed tenrec species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Web-footed_tenrec,true,true,,Web-footed tenrec,Wikipedia contributors,Wikimedia Foundation,Habitat and behaviour sections,"The nocturnal, mostly solitary species follows fast forest streams, shelters in stream-bank burrows, and uses sensitive vibrissae while diving and searching for aquatic prey.",The account confines the species to freshwater streams through eastern Madagascar forest.
JRN_R11_B01_SPC_LIMNOGALE_MERGULUS_TERRAIN_SPECIFIC_001,R11_B01,SPC_LIMNOGALE_MERGULUS,terrainSpecific,2026-08-19T21:52:35Z,Web-footed tenrec exact species behavior habitat,Web-footed tenrec species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Web-footed_tenrec,true,true,,Web-footed tenrec,Wikipedia contributors,Wikimedia Foundation,Habitat and behaviour sections,"The nocturnal, mostly solitary species follows fast forest streams, shelters in stream-bank burrows, and uses sensitive vibrissae while diving and searching for aquatic prey.","Documented terrain is forest river, stream bank, and adjacent burrow or forest-floor shelter."
JRN_R11_B01_SPC_LOXODONTA_AFRICANA_PERSONALITY_ID_001,R11_B01,SPC_LOXODONTA_AFRICANA,personalityId,2026-08-19T21:52:35Z,African bush elephant exact species behavior habitat,African bush elephant species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/African_bush_elephant,true,true,,African bush elephant,Wikipedia contributors,Wikimedia Foundation,"Overview and habitat, lines 245-249","The exact species inhabits forest, grassland, woodland, wetland and agricultural land and is social, living in herds of cows and offspring.",Adult females and their offspring form social herds while adult bulls more often live alone or in bachelor groups.
JRN_R11_B01_SPC_LOXODONTA_AFRICANA_TERRAIN_BROAD_001,R11_B01,SPC_LOXODONTA_AFRICANA,terrainBroad,2026-08-19T21:52:35Z,African bush elephant exact species behavior habitat,African bush elephant species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/African_bush_elephant,true,true,,African bush elephant,Wikipedia contributors,Wikimedia Foundation,"Overview and habitat, lines 245-249","The exact species inhabits forest, grassland, woodland, wetland and agricultural land and is social, living in herds of cows and offspring.","The account explicitly spans forest, grassland, woodland, wetland and agricultural land."
JRN_R11_B01_SPC_LOXODONTA_AFRICANA_TERRAIN_SPECIFIC_001,R11_B01,SPC_LOXODONTA_AFRICANA,terrainSpecific,2026-08-19T21:52:35Z,African bush elephant exact species behavior habitat,African bush elephant species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/African_bush_elephant,true,true,,African bush elephant,Wikipedia contributors,Wikimedia Foundation,"Overview and habitat, lines 245-249","The exact species inhabits forest, grassland, woodland, wetland and agricultural land and is social, living in herds of cows and offspring.","Documented terrain includes woodland, savanna, marsh-like wetland, and farmland."
JRN_R11_B01_SPC_LOXODONTA_CYCLOTIS_PERSONALITY_ID_001,R11_B01,SPC_LOXODONTA_CYCLOTIS,personalityId,2026-08-19T21:52:35Z,African forest elephant exact species behavior habitat,African forest elephant species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/African_forest_elephant,true,true,,African forest elephant,Wikipedia contributors,Wikimedia Foundation,"Movement and diet, lines 256-270","Forest elephants traverse permanent rainforest trails among clearings, fruit trees, waterholes and mineral licks and disperse large seeds from dozens of tree species over kilometres.",The species is an exceptionally effective tropical seed disperser whose movement maintains forest plant diversity.
JRN_R11_B01_SPC_LOXODONTA_CYCLOTIS_TERRAIN_BROAD_001,R11_B01,SPC_LOXODONTA_CYCLOTIS,terrainBroad,2026-08-19T21:52:35Z,African forest elephant exact species behavior habitat,African forest elephant species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/African_forest_elephant,true,true,,African forest elephant,Wikipedia contributors,Wikimedia Foundation,"Movement and diet, lines 256-270","Forest elephants traverse permanent rainforest trails among clearings, fruit trees, waterholes and mineral licks and disperse large seeds from dozens of tree species over kilometres.","The exact-species account describes primary lowland rainforest, clearings, waterholes, swampy and river-linked forest."
JRN_R11_B01_SPC_LOXODONTA_CYCLOTIS_TERRAIN_SPECIFIC_001,R11_B01,SPC_LOXODONTA_CYCLOTIS,terrainSpecific,2026-08-19T21:52:35Z,African forest elephant exact species behavior habitat,African forest elephant species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/African_forest_elephant,true,true,,African forest elephant,Wikipedia contributors,Wikimedia Foundation,"Movement and diet, lines 256-270","Forest elephants traverse permanent rainforest trails among clearings, fruit trees, waterholes and mineral licks and disperse large seeds from dozens of tree species over kilometres.","Documented terrain includes rainforest floor, forest trails, swamp forest and river or waterhole systems."
JRN_R11_B01_SPC_MACROSCELIDES_PROBOSCIDEUS_PERSONALITY_ID_001,R11_B01,SPC_MACROSCELIDES_PROBOSCIDEUS,personalityId,2026-08-19T21:52:35Z,Macroscelides proboscideus exact species behavior habitat,Macroscelides proboscideus species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Round-eared_sengi,true,true,,Macroscelides proboscideus,Wikipedia contributors,Wikimedia Foundation,Habitat and behaviour sections,"The short-eared sengi occupies desert and semi-desert sand with sparse bushes, shelters in burrows, and repeatedly clears and maintains runways used for rapid escape.",The species maintains a reusable network of cleared paths between shelter and foraging areas.
JRN_R11_B01_SPC_MACROSCELIDES_PROBOSCIDEUS_TERRAIN_BROAD_001,R11_B01,SPC_MACROSCELIDES_PROBOSCIDEUS,terrainBroad,2026-08-19T21:52:35Z,Macroscelides proboscideus exact species behavior habitat,Macroscelides proboscideus species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Round-eared_sengi,true,true,,Macroscelides proboscideus,Wikipedia contributors,Wikimedia Foundation,Habitat and behaviour sections,"The short-eared sengi occupies desert and semi-desert sand with sparse bushes, shelters in burrows, and repeatedly clears and maintains runways used for rapid escape.","The account documents sandy desert, semi-desert scrub, and burrow use."
JRN_R11_B01_SPC_MACROSCELIDES_PROBOSCIDEUS_TERRAIN_SPECIFIC_001,R11_B01,SPC_MACROSCELIDES_PROBOSCIDEUS,terrainSpecific,2026-08-19T21:52:35Z,Macroscelides proboscideus exact species behavior habitat,Macroscelides proboscideus species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Round-eared_sengi,true,true,,Macroscelides proboscideus,Wikipedia contributors,Wikimedia Foundation,Habitat and behaviour sections,"The short-eared sengi occupies desert and semi-desert sand with sparse bushes, shelters in burrows, and repeatedly clears and maintains runways used for rapid escape.","Documented terrain includes hot desert, dunes, scrubland, and burrows."
JRN_R11_B01_SPC_ORYCTEROPUS_AFER_PERSONALITY_ID_001,R11_B01,SPC_ORYCTEROPUS_AFER,personalityId,2026-08-19T21:52:35Z,Aardvark exact species behavior habitat,Aardvark species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Aardvark,true,true,,Aardvark,Wikipedia contributors,Wikimedia Foundation,"Habitat, ecology and burrowing sections","Aardvarks range across savanna, grassland, woodland and scrub where diggable soil and ants or termites occur; their powerful excavation creates extensive shelter burrows used by other animals.",Aardvark excavation changes soil and creates durable refuge habitat for a wider animal community.
JRN_R11_B01_SPC_ORYCTEROPUS_AFER_TERRAIN_BROAD_001,R11_B01,SPC_ORYCTEROPUS_AFER,terrainBroad,2026-08-19T21:52:35Z,Aardvark exact species behavior habitat,Aardvark species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Aardvark,true,true,,Aardvark,Wikipedia contributors,Wikimedia Foundation,"Habitat, ecology and burrowing sections","Aardvarks range across savanna, grassland, woodland and scrub where diggable soil and ants or termites occur; their powerful excavation creates extensive shelter burrows used by other animals.",The exact species uses varied dry terrestrial biomes but depends on excavatable soil.
JRN_R11_B01_SPC_ORYCTEROPUS_AFER_TERRAIN_SPECIFIC_001,R11_B01,SPC_ORYCTEROPUS_AFER,terrainSpecific,2026-08-19T21:52:35Z,Aardvark exact species behavior habitat,Aardvark species account with bounded behavior and habitat sections,https://en.wikipedia.org/wiki/Aardvark,true,true,,Aardvark,Wikipedia contributors,Wikimedia Foundation,"Habitat, ecology and burrowing sections","Aardvarks range across savanna, grassland, woodland and scrub where diggable soil and ants or termites occur; their powerful excavation creates extensive shelter burrows used by other animals.","Documented terrain includes savanna, woodland, scrubland, soil, and extensive burrows."
