policyRef,personalityId,family,motivation,operatingStyle,structureOrientation,administrationMode,ownershipMode,allocationMode,legitimacyBasis,authoritySource,loquacity,emotionalTemperature,outlookOrientation,collaborativePosture,overriddenFields
PERSONALITY_PROFILE_DIMENSIONS_V1,FEAR_STATE_TERROR_WOUND,FEAR,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TO_THE_POINT,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,emotionalTemperature
PERSONALITY_PROFILE_DIMENSIONS_V1,FEAR_TERROR_INCARNATE_CONFLICT,FEAR,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TO_THE_POINT,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,emotionalTemperature
PERSONALITY_PROFILE_DIMENSIONS_V1,FORCE_BITE_OR_STING_EXPRESSION,FORCE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,CUSTOMARY,MARTIAL,DIVINE_MANDATE,TO_THE_POINT,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,FORCE_CATASTROPHIC_THRESHOLD_CONFLICT,FORCE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,CUSTOMARY,MARTIAL,DIVINE_MANDATE,TO_THE_POINT,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,FORCE_CHARGE_EXPRESSION,FORCE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,CUSTOMARY,MARTIAL,DIVINE_MANDATE,TO_THE_POINT,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,FORCE_CONSTRICT_EXPRESSION,FORCE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,CUSTOMARY,MARTIAL,DIVINE_MANDATE,TO_THE_POINT,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,FORCE_CONTAINED_POWER_CONFLICT,FORCE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,CUSTOMARY,MARTIAL,DIVINE_MANDATE,TO_THE_POINT,COMPOSED,PESSIMISTIC,WITHHOLDING,emotionalTemperature
PERSONALITY_PROFILE_DIMENSIONS_V1,FORCE_LIVING_WEAPON_CONFLICT,FORCE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,CUSTOMARY,MARTIAL,DIVINE_MANDATE,TO_THE_POINT,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,FORCE_PROTECTIVE_BRUTALITY_CONFLICT,FORCE,ALTRUISTIC,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,CUSTOMARY,MARTIAL,DIVINE_MANDATE,TO_THE_POINT,IRRITABLE,PESSIMISTIC,HELPFUL,collaborativePosture | motivation
PERSONALITY_PROFILE_DIMENSIONS_V1,FORCE_STATE_FORCE_WOUND,FORCE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,CUSTOMARY,MARTIAL,DIVINE_MANDATE,TO_THE_POINT,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,FORCE_SWARM_EXPRESSION,FORCE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,CUSTOMARY,MARTIAL,DIVINE_MANDATE,TO_THE_POINT,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,FORGIVENESS_COMMUNITY_SPLIT_WOUND,FORGIVENESS,ALTRUISTIC,TEAMWORK,NEUTRAL,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,TO_THE_POINT,COMPOSED,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,FORGIVENESS_CONDITIONAL_RELEASE_CONFLICT,FORGIVENESS,ALTRUISTIC,TEAMWORK,NEUTRAL,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,TO_THE_POINT,COMPOSED,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,FORGIVENESS_RECONCILIATION_GROOMING_EXPRESSION,FORGIVENESS,ALTRUISTIC,TEAMWORK,NEUTRAL,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,TO_THE_POINT,COMPOSED,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,FORGIVENESS_UNACKNOWLEDGED_HARM_WOUND,FORGIVENESS,ALTRUISTIC,TEAMWORK,NEUTRAL,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,TO_THE_POINT,COMPOSED,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,GRIEF_DISPLACEMENT_GRIEF_WOUND,GRIEF,ALTRUISTIC,TEAMWORK,ORDERED,DISTRIBUTED,COMMON_USE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,PESSIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,GRIEF_GHOST_BOND_CONFLICT,GRIEF,ALTRUISTIC,TEAMWORK,ORDERED,DISTRIBUTED,COMMON_USE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,PESSIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,GRIEF_GUARD_REMAINS_EXPRESSION,GRIEF,ALTRUISTIC,TEAMWORK,ORDERED,DISTRIBUTED,COMMON_USE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,PESSIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,GRIEF_MASS_LOSS_WOUND,GRIEF,ALTRUISTIC,TEAMWORK,ORDERED,DISTRIBUTED,COMMON_USE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,PESSIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,GRIEF_MEMORY_BODY_CONFLICT,GRIEF,ALTRUISTIC,TEAMWORK,ORDERED,DISTRIBUTED,COMMON_USE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,PESSIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,GRIEF_WORLD_MOURNER_CONFLICT,GRIEF,ALTRUISTIC,TEAMWORK,ORDERED,DISTRIBUTED,COMMON_USE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,PESSIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,HIERARCHY_CASTE_FIXATION_WOUND,HIERARCHY,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,HIERARCHY_COSMIC_ORDER_CONFLICT,HIERARCHY,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,HIERARCHY_REPRODUCTIVE_CASTE_EXPRESSION,HIERARCHY,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,HOPE_BROKEN_PROMISE_WOUND,HOPE,ALTRUISTIC,TEAMWORK,CHAOS,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,HOPE_HOPE_BEARER_CONFLICT,HOPE,ALTRUISTIC,TEAMWORK,CHAOS,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,HOPE_JUVENILE_INVESTMENT_EXPRESSION,HOPE,ALTRUISTIC,TEAMWORK,CHAOS,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,HOSPITALITY_CLEANING_STATION_EXPRESSION,HOSPITALITY,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,HOSPITALITY_GUEST_RIGHT_BINDING_CONFLICT,HOSPITALITY,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,HOSPITALITY_HOST_VERSUS_REALM_CONFLICT,HOSPITALITY,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,HOSPITALITY_REFUGE_WOUND,HOSPITALITY,ALTRUISTIC,TEAMWORK,ORDERED,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,LIGHT_BANTER,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,IMPULSE_DANGER_CONDITIONED_IMPULSE,IMPULSE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,MARTIAL,ELECTION,LIGHT_BANTER,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,IMPULSE_EMOTION_MANIFEST_CONFLICT,IMPULSE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,MARTIAL,ELECTION,LIGHT_BANTER,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,IMPULSE_FIRST_THOUGHT_MAGIC_CONFLICT,IMPULSE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,MARTIAL,ELECTION,LIGHT_BANTER,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,IMPULSE_STRIKE_FIRST_EXPRESSION,IMPULSE,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,MARTIAL,ELECTION,LIGHT_BANTER,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,INDIVIDUALITY_HOST_IDENTITY_CONFLICT,INDIVIDUALITY,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,INDIVIDUALITY_STEREOTYPE_WOUND,INDIVIDUALITY,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,INDIVIDUALITY_UNIQUE_MARKING_EXPRESSION,INDIVIDUALITY,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,INDIVIDUALITY_UNIQUE_MONSTER_CONFLICT,INDIVIDUALITY,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,INTIMACY_ARMOR_REMOVAL_CONFLICT,INTIMACY,ALTRUISTIC,TEAMWORK,NEUTRAL,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,TALKATIVE,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,INTIMACY_EMOTIONAL_DEPRIVATION_WOUND,INTIMACY,ALTRUISTIC,TEAMWORK,NEUTRAL,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,TALKATIVE,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,INTIMACY_GROOMING_INTIMACY_EXPRESSION,INTIMACY,ALTRUISTIC,TEAMWORK,NEUTRAL,DELEGATED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,TALKATIVE,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,LAND_DOMAIN_BOUND_CONFLICT,LAND,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,LAND_LAND_AS_BODY_CONFLICT,LAND,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,LAND_NESTING_SITE_DEPENDENCE,LAND,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,LAND_REMOVAL_WOUND,LAND,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,LAND_ROOTEDNESS_VERSUS_FREEDOM_CONFLICT,LAND,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,LAND_SPAWNING_SITE_DEPENDENCE,LAND,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,LEGITIMACY_CHALLENGE_LEGITIMACY_EXPRESSION,LEGITIMACY,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,LEGITIMACY_CONQUEST_LEGITIMACY_WOUND,LEGITIMACY,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,LEGITIMACY_DIVINE_MANDATE_CONFLICT,LEGITIMACY,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,LOYALTY_DEAD_MASTER_CONFLICT,LOYALTY,ALTRUISTIC,TEAMWORK,ORDERED,DISTRIBUTED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,LOYALTY_FACTIONALIZATION_WOUND,LOYALTY,ALTRUISTIC,TEAMWORK,ORDERED,DISTRIBUTED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,LOYALTY_GROUP_ALLEGIANCE_EXPRESSION,LOYALTY,ALTRUISTIC,TEAMWORK,ORDERED,DISTRIBUTED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,MEANING_CREATED_PURPOSE_VERSUS_MEANING_CONFLICT,MEANING,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,DIVINE_MANDATE,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,MEANING_ERASED_WORLDVIEW_WOUND,MEANING,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,DIVINE_MANDATE,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,MEANING_RITUAL_ACTION_EXPRESSION,MEANING,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,DIVINE_MANDATE,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,MEMORY_CACHE_MEMORY_EXPRESSION,MEMORY,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,MEMORY_HAUNTED_MEMORY_CONFLICT,MEMORY,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,MEMORY_RITUAL_RETURN_EXPRESSION,MEMORY,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,MEMORY_SELECTIVE_MEMORY_WOUND,MEMORY,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,MEMORY_SURVIVOR_MEMORY_WOUND,MEMORY,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,MERCY_IMPUNITY_THROUGH_MERCY_WOUND,MERCY,ALTRUISTIC,TEAMWORK,NEUTRAL,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,MERCY_JUDGE_WHO_CANNOT_FORGIVE_CONFLICT,MERCY,ALTRUISTIC,TEAMWORK,NEUTRAL,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,MERCY_MERCY_DENIAL_WOUND,MERCY,ALTRUISTIC,TEAMWORK,NEUTRAL,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,MERCY_SUBMISSION_RESPONSE_EXPRESSION,MERCY,ALTRUISTIC,TEAMWORK,NEUTRAL,DELEGATED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,MORTALITY_BRIEF_LIFE_EXPRESSION,MORTALITY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,COMPOSED,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,MORTALITY_IMMORTALITY_FATIGUE_CONFLICT,MORTALITY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,COMPOSED,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,MORTALITY_LONG_LIFE_EXPRESSION,MORTALITY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,COMPOSED,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,MORTALITY_MASS_DEATH_WOUND,MORTALITY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,COMPOSED,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,MORTALITY_MORTALITY_THEFT_CONFLICT,MORTALITY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,COMPOSED,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,MORTALITY_SEMELPAROUS_EXPRESSION,MORTALITY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,COMPOSED,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,MORTALITY_UNDEAD_CONTINUATION_CONFLICT,MORTALITY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,COMPOSED,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,MORTALITY_UNEQUAL_EXPOSURE_WOUND,MORTALITY,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,COMPOSED,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,NOVELTY_CREATION_ADDICTION_CONFLICT,NOVELTY,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,NOVELTY_ENDLESS_REINVENTION_CONFLICT,NOVELTY,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,NOVELTY_MIGRATION_OPPORTUNITY_WOUND,NOVELTY,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,NOVELTY_OBJECT_PLAY_EXPRESSION,NOVELTY,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,NOVELTY_STRATEGY_SWITCH_EXPRESSION,NOVELTY,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,PATIENCE_AMBUSH_PATIENCE_EXPRESSION,PATIENCE,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PATIENCE_STALKING_PATIENCE_EXPRESSION,PATIENCE,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PATIENCE_STONE_OR_SEED_CONFLICT,PATIENCE,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PATIENCE_WAITING_FOR_RETURN_WOUND,PATIENCE,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERFECTION_ERROR_CORRECTION_EXPRESSION,PERFECTION,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SINGLE_ENTITY,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERFECTION_EXEMPLARY_MINORITY_WOUND,PERFECTION,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SINGLE_ENTITY,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERFECTION_IDEAL_FORM_CONFLICT,PERFECTION,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SINGLE_ENTITY,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,PERFECTION_PERFECT_OBEDIENCE_CONFLICT,PERFECTION,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SINGLE_ENTITY,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,
