researchUnitId,unitType,populationKind,initialRegion,groupIds,breedIds,personalityId,terrainBroad,terrainSpecific,status,evidenceRefs,inheritedBreedCount,inheritedBreedIds
SPC_FALCO_PEREGRINUS,BEAST_SPECIES,BEAST,R18,B17,BRD_PEREGRINE_FALCON,ATTACHMENT_LIFELONG_BOND_EXPRESSION,MOUNTAIN | COASTAL | WETLAND | BUILT_ENVIRONMENT,CLIFF | COASTAL_CLIFF | MARSH | CITY | CASTLE,SIMULATION_READY,EVD_JRN_R18_B01_SPC_FALCO_PEREGRINUS_PERSONALITY_ID_001 | EVD_JRN_R18_B01_SPC_FALCO_PEREGRINUS_TERRAIN_BROAD_001 | EVD_JRN_R18_B01_SPC_FALCO_PEREGRINUS_TERRAIN_SPECIFIC_001,1,BRD_PEREGRINE_FALCON
SPC_FALCO_RUSTICOLUS,BEAST_SPECIES,BEAST,R18,B17,BRD_GYRFALCON,ATTACHMENT_LIFELONG_BOND_EXPRESSION,POLAR_ICE | MOUNTAIN | COASTAL | GRASSLAND,TUNDRA | CLIFF | COASTAL_CLIFF | ALPINE,SIMULATION_READY,EVD_JRN_R18_B01_SPC_FALCO_RUSTICOLUS_PERSONALITY_ID_001 | EVD_JRN_R18_B01_SPC_FALCO_RUSTICOLUS_TERRAIN_BROAD_001 | EVD_JRN_R18_B01_SPC_FALCO_RUSTICOLUS_TERRAIN_SPECIFIC_001,1,BRD_GYRFALCON
SPC_FALCO_SPARVERIUS,BEAST_SPECIES,BEAST,R18,B17,BRD_AMERICAN_KESTREL,DUTY_WATCH_DUTY_EXPRESSION,GRASSLAND | DESERT | FOREST | BUILT_ENVIRONMENT,PRAIRIE | SAVANNA | FOREST_EDGE | HOT_DESERT | FARMLAND | CITY,SIMULATION_READY,EVD_JRN_R18_B01_SPC_FALCO_SPARVERIUS_PERSONALITY_ID_001 | EVD_JRN_R18_B01_SPC_FALCO_SPARVERIUS_TERRAIN_BROAD_001 | EVD_JRN_R18_B01_SPC_FALCO_SPARVERIUS_TERRAIN_SPECIFIC_001,1,BRD_AMERICAN_KESTREL
SPC_FATA_NUNNEHI,MYTHOS_SPECIES,MYTHOS,R03,M10,BRD_NUNNEHI,CARE_UNIVERSAL_GUARDIAN_CONFLICT,MOUNTAIN | SUBTERRANEAN | FRESHWATER,ALPINE | RIVER,SIMULATION_READY,EVD_JRN_R03_B01_SPC_FATA_NUNNEHI_PERSONALITY_ID_001 | EVD_JRN_R03_B01_SPC_FATA_NUNNEHI_TERRAIN_BROAD_001 | EVD_JRN_R03_B01_SPC_FATA_NUNNEHI_TERRAIN_SPECIFIC_001,1,BRD_NUNNEHI
SPC_FATA_PATUPAIAREHE,MYTHOS_SPECIES,MYTHOS,R03,M10,BRD_PATUPAIAREHE,BOUNDARIES_DOMAIN_BOUND_CONFLICT,FOREST | MOUNTAIN | FRESHWATER | COASTAL,MONTANE_FOREST | LAKE,SIMULATION_READY,EVD_JRN_R03_B01_SPC_FATA_PATUPAIAREHE_PERSONALITY_ID_001 | EVD_JRN_R03_B01_SPC_FATA_PATUPAIAREHE_TERRAIN_BROAD_001 | EVD_JRN_R03_B01_SPC_FATA_PATUPAIAREHE_TERRAIN_SPECIFIC_001,1,BRD_PATUPAIAREHE
SPC_FATA_PUCA,MYTHOS_SPECIES,MYTHOS,R03,M10,BRD_PUCA,APPETITE_FORBIDDEN_FOOD_CONFLICT,SUBTERRANEAN | FRESHWATER | MOUNTAIN,CAVE | RIVER,SIMULATION_READY,EVD_JRN_R03_B01_SPC_FATA_PUCA_PERSONALITY_ID_001 | EVD_JRN_R03_B01_SPC_FATA_PUCA_TERRAIN_BROAD_001 | EVD_JRN_R03_B01_SPC_FATA_PUCA_TERRAIN_SPECIFIC_001,1,BRD_PUCA
SPC_FATA_REDCAP,MYTHOS_SPECIES,MYTHOS,R03,M10,BRD_REDCAP,CONTROL_BINDING_RITUAL_CONFLICT,BUILT_ENVIRONMENT,CASTLE,SIMULATION_READY,EVD_JRN_R03_B01_SPC_FATA_REDCAP_PERSONALITY_ID_001 | EVD_JRN_R03_B01_SPC_FATA_REDCAP_TERRAIN_BROAD_001 | EVD_JRN_R03_B01_SPC_FATA_REDCAP_TERRAIN_SPECIFIC_001,1,BRD_REDCAP
SPC_FATA_VARIATA,MYTHOS_SPECIES,MYTHOS,R03,M10,BRD_FAIRY_FOLK_FAIRY | BRD_FAIRY_FOLK_PIXIE | BRD_FAIRY_FOLK_SPRITE,RECIPROCITY_GIFT_AS_BINDING_CONFLICT,FOREST | FRESHWATER | SUBTERRANEAN | BUILT_ENVIRONMENT,CANOPY | RIVER | BURROW,SIMULATION_READY,EVD_JRN_R03_B01_SPC_FATA_VARIATA_PERSONALITY_ID_001 | EVD_JRN_R03_B01_SPC_FATA_VARIATA_TERRAIN_BROAD_001 | EVD_JRN_R03_B01_SPC_FATA_VARIATA_TERRAIN_SPECIFIC_001,3,BRD_FAIRY_FOLK_FAIRY | BRD_FAIRY_FOLK_PIXIE | BRD_FAIRY_FOLK_SPRITE
SPC_FELIS_MANUL,BEAST_SPECIES,BEAST,R02,B05,BRD_PALLAS_S_CAT,BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION,GRASSLAND | DESERT | SUBTERRANEAN,SCRUBLAND | CAVE | BURROW,SIMULATION_READY,EVD_JRN_R02_B01_SPC_FELIS_MANUL_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_FELIS_MANUL_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_FELIS_MANUL_TERRAIN_SPECIFIC_001,1,BRD_PALLAS_S_CAT
SPC_FELIS_MARGARITA,BEAST_SPECIES,BEAST,R02,B05,BRD_SAND_CAT,DISCIPLINE_FORAGING_DISCIPLINE_EXPRESSION,DESERT | SUBTERRANEAN,DUNES | HOT_DESERT | BURROW | VOLCANIC,SIMULATION_READY,EVD_JRN_R02_B01_SPC_FELIS_MARGARITA_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_FELIS_MARGARITA_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_FELIS_MARGARITA_TERRAIN_SPECIFIC_001,1,BRD_SAND_CAT
SPC_FELIS_SILVESTRIS,BEAST_SPECIES,BEAST,R02,B05,BRD_EUROPEAN_WILDCAT,BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION,FOREST | SUBTERRANEAN,WOODLAND | FOREST_FLOOR | BURROW,SIMULATION_READY,EVD_JRN_R02_B01_SPC_FELIS_SILVESTRIS_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_FELIS_SILVESTRIS_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_FELIS_SILVESTRIS_TERRAIN_SPECIFIC_001,1,BRD_EUROPEAN_WILDCAT
SPC_FRATERCULA_ARCTICA,BEAST_SPECIES,BEAST,R01,B23,BRD_ATLANTIC_PUFFIN,DUTY_NEST_DUTY_EXPRESSION,OCEAN | COASTAL | SUBTERRANEAN,PELAGIC | ISLAND | BURROW | COASTAL_CLIFF,SIMULATION_READY,EVD_JRN_R01_B01_SPC_FRATERCULA_ARCTICA_PERSONALITY_ID_001 | EVD_JRN_R01_B01_SPC_FRATERCULA_ARCTICA_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_FRATERCULA_ARCTICA_TERRAIN_SPECIFIC_001,1,BRD_ATLANTIC_PUFFIN
SPC_FREGATA_MAGNIFICENS,BEAST_SPECIES,BEAST,R01,B23,BRD_MAGNIFICENT_FRIGATEBIRD,EXPRESSION_VISUAL_EXPRESSION,OCEAN | COASTAL,PELAGIC | ISLAND | ESTUARY | MANGROVE,SIMULATION_READY,EVD_JRN_R01_B01_SPC_FREGATA_MAGNIFICENS_PERSONALITY_ID_001 | EVD_JRN_R01_B01_SPC_FREGATA_MAGNIFICENS_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_FREGATA_MAGNIFICENS_TERRAIN_SPECIFIC_001,1,BRD_MAGNIFICENT_FRIGATEBIRD
SPC_FREGATA_MINOR,BEAST_SPECIES,BEAST,R01,B23,BRD_GREAT_FRIGATEBIRD,EXPRESSION_VISUAL_EXPRESSION,OCEAN | COASTAL | FOREST,PELAGIC | ISLAND | MANGROVE,SIMULATION_READY,EVD_JRN_R01_B01_SPC_FREGATA_MINOR_PERSONALITY_ID_001 | EVD_JRN_R01_B01_SPC_FREGATA_MINOR_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_FREGATA_MINOR_TERRAIN_SPECIFIC_001,1,BRD_GREAT_FRIGATEBIRD
SPC_FRINGILLA_COELEBS,BEAST_SPECIES,BEAST,R08,B21,BRD_COMMON_CHAFFINCH,EXPRESSION_VOCAL_EXPRESSION,FOREST | GRASSLAND | BUILT_ENVIRONMENT,WOODLAND | SCRUBLAND | FARMLAND | VILLAGE,SIMULATION_READY,EVD_JRN_R08_B01_SPC_FRINGILLA_COELEBS_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_FRINGILLA_COELEBS_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_FRINGILLA_COELEBS_TERRAIN_SPECIFIC_001,1,BRD_COMMON_CHAFFINCH
SPC_FUKOMYS_DAMARENSIS,BEAST_SPECIES,BEAST,R20,B18,BRD_DAMARALAND_MOLE_RAT,BELONGING_COLONY_EXPRESSION,DESERT | GRASSLAND | SUBTERRANEAN,HOT_DESERT | SAVANNA | BURROW | SOIL,SIMULATION_READY,EVD_JRN_R20_B01_SPC_FUKOMYS_DAMARENSIS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_FUKOMYS_DAMARENSIS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_FUKOMYS_DAMARENSIS_TERRAIN_SPECIFIC_001,1,BRD_DAMARALAND_MOLE_RAT
SPC_FULICA_ATRA,BEAST_SPECIES,BEAST,R01,B23,BRD_EURASIAN_COOT,BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION,FRESHWATER | WETLAND | GRASSLAND,LAKE | POND | RIVER | MARSH,SIMULATION_READY,EVD_JRN_R01_B01_SPC_FULICA_ATRA_PERSONALITY_ID_001 | EVD_JRN_R01_B01_SPC_FULICA_ATRA_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_FULICA_ATRA_TERRAIN_SPECIFIC_001,1,BRD_EURASIAN_COOT
SPC_FURCIFER_PARDALIS,BEAST_SPECIES,BEAST,R24,B09,BRD_PANTHER_CHAMELEON,BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION,FOREST | BUILT_ENVIRONMENT | COASTAL,RAIN_FOREST | CANOPY | ROAD | VILLAGE,SIMULATION_READY,EVD_JRN_R24_B01_SPC_FURCIFER_PARDALIS_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_FURCIFER_PARDALIS_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_FURCIFER_PARDALIS_TERRAIN_SPECIFIC_001,1,BRD_PANTHER_CHAMELEON
SPC_GALAGO_SENEGALENSIS,BEAST_SPECIES,BEAST,R15,B16,BRD_SENEGAL_BUSHBABY,EMBODIMENT_FUNCTIONAL_BODY_EXPRESSION,FOREST | GRASSLAND,WOODLAND | SAVANNA | CANOPY | SCRUBLAND,SIMULATION_READY,EVD_JRN_R15_B01_SPC_GALAGO_SENEGALENSIS_PERSONALITY_ID_001 | EVD_JRN_R15_B01_SPC_GALAGO_SENEGALENSIS_TERRAIN_BROAD_001 | EVD_JRN_R15_B01_SPC_GALAGO_SENEGALENSIS_TERRAIN_SPECIFIC_001,1,BRD_SENEGAL_BUSHBABY
SPC_GALEMYS_PYRENAICUS,BEAST_SPECIES,BEAST,R23,B24,BRD_PYRENEAN_DESMAN,CURIOSITY_PROBLEM_SOLVING_EXPRESSION,FRESHWATER | MOUNTAIN | SUBTERRANEAN,RIVER | ALPINE | BURROW,SIMULATION_READY,EVD_JRN_R23_B01_SPC_GALEMYS_PYRENAICUS_PERSONALITY_ID_001 | EVD_JRN_R23_B01_SPC_GALEMYS_PYRENAICUS_TERRAIN_BROAD_001 | EVD_JRN_R23_B01_SPC_GALEMYS_PYRENAICUS_TERRAIN_SPECIFIC_001,1,BRD_PYRENEAN_DESMAN
SPC_GALEOPTERUS_VARIEGATUS,BEAST_SPECIES,BEAST,R23,B24,BRD_SUNDA_COLUGO,EQUANIMITY_LOW_REACTIVITY_EXPRESSION,FOREST,CANOPY | RAIN_FOREST,SIMULATION_READY,EVD_JRN_R23_B01_SPC_GALEOPTERUS_VARIEGATUS_PERSONALITY_ID_001 | EVD_JRN_R23_B01_SPC_GALEOPTERUS_VARIEGATUS_TERRAIN_BROAD_001 | EVD_JRN_R23_B01_SPC_GALEOPTERUS_VARIEGATUS_TERRAIN_SPECIFIC_001,1,BRD_SUNDA_COLUGO
SPC_GALLINAGO_GALLINAGO,BEAST_SPECIES,BEAST,R01,B23,BRD_COMMON_SNIPE,EXPRESSION_VOCAL_EXPRESSION,FRESHWATER | WETLAND | GRASSLAND | POLAR_ICE,MARSH | SWAMP | BOG | MEADOW | TUNDRA | ESTUARY,SIMULATION_READY,EVD_JRN_R01_B01_SPC_GALLINAGO_GALLINAGO_PERSONALITY_ID_001 | EVD_JRN_R01_B01_SPC_GALLINAGO_GALLINAGO_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_GALLINAGO_GALLINAGO_TERRAIN_SPECIFIC_001,1,BRD_COMMON_SNIPE
SPC_GALLUS_GALLUS,BEAST_SPECIES,BEAST,R17,B15,BRD_RED_JUNGLEFOWL,BELONGING_HERDING_EXPRESSION,FOREST | GRASSLAND | BUILT_ENVIRONMENT,RAIN_FOREST | FOREST_EDGE | SCRUBLAND | FARMLAND,SIMULATION_READY,EVD_JRN_R17_B01_SPC_GALLUS_GALLUS_PERSONALITY_ID_001 | EVD_JRN_R17_B01_SPC_GALLUS_GALLUS_TERRAIN_BROAD_001 | EVD_JRN_R17_B01_SPC_GALLUS_GALLUS_TERRAIN_SPECIFIC_001,1,BRD_RED_JUNGLEFOWL
SPC_GASTERACANTHA_CANCRIFORMIS,BEAST_SPECIES,BEAST,R25,B02,BRD_SPINY_BACKED_ORB_WEAVER,DUTY_NEST_DUTY_EXPRESSION,FOREST | BUILT_ENVIRONMENT,FOREST_EDGE | SCRUBLAND | FARMLAND | VILLAGE | CANOPY,SIMULATION_READY,EVD_JRN_R25_B01_SPC_GASTERACANTHA_CANCRIFORMIS_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_GASTERACANTHA_CANCRIFORMIS_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_GASTERACANTHA_CANCRIFORMIS_TERRAIN_SPECIFIC_001,1,BRD_SPINY_BACKED_ORB_WEAVER
SPC_GAVIA_ADAMSII,BEAST_SPECIES,BEAST,R01,B23,BRD_YELLOW_BILLED_LOON,COOPERATION_GROUP_DEFENSE_EXPRESSION,FRESHWATER | COASTAL | OCEAN | POLAR_ICE,LAKE | RIVER | ESTUARY | PELAGIC | TUNDRA | ISLAND,SIMULATION_READY,EVD_JRN_R01_B01_SPC_GAVIA_ADAMSII_PERSONALITY_ID_001 | EVD_JRN_R01_B01_SPC_GAVIA_ADAMSII_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_GAVIA_ADAMSII_TERRAIN_SPECIFIC_001,1,BRD_YELLOW_BILLED_LOON
SPC_GAVIA_IMMER,BEAST_SPECIES,BEAST,R01,B23,BRD_COMMON_LOON,COOPERATION_COOPERATIVE_HUNTING_EXPRESSION,FRESHWATER | COASTAL | OCEAN | FOREST,LAKE | POND | ISLAND | ESTUARY | PELAGIC | BOREAL_FOREST,SIMULATION_READY,EVD_JRN_R01_B01_SPC_GAVIA_IMMER_PERSONALITY_ID_001 | EVD_JRN_R01_B01_SPC_GAVIA_IMMER_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_GAVIA_IMMER_TERRAIN_SPECIFIC_001,1,BRD_COMMON_LOON
SPC_GAVIA_STELLATA,BEAST_SPECIES,BEAST,R01,B23,BRD_RED_THROATED_LOON,CARE_PROVISIONING_EXPRESSION,FRESHWATER | COASTAL | OCEAN | POLAR_ICE | FOREST,POND | LAKE | ESTUARY | PELAGIC | TUNDRA | BOREAL_FOREST,SIMULATION_READY,EVD_JRN_R01_B01_SPC_GAVIA_STELLATA_PERSONALITY_ID_001 | EVD_JRN_R01_B01_SPC_GAVIA_STELLATA_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_GAVIA_STELLATA_TERRAIN_SPECIFIC_001,1,BRD_RED_THROATED_LOON
SPC_GAVIALIS_GANGETICUS,BEAST_SPECIES,BEAST,R04,B22,BRD_GHARIAL,DUTY_NEST_DUTY_EXPRESSION,FRESHWATER,RIVER | MUDFLAT,SIMULATION_READY,EVD_JRN_R04_B01_SPC_GAVIALIS_GANGETICUS_PERSONALITY_ID_001 | EVD_JRN_R04_B01_SPC_GAVIALIS_GANGETICUS_TERRAIN_BROAD_001 | EVD_JRN_R04_B01_SPC_GAVIALIS_GANGETICUS_TERRAIN_SPECIFIC_001,1,BRD_GHARIAL
SPC_GAZELLA_DORCAS,BEAST_SPECIES,BEAST,R02,B08,BRD_DORCAS_GAZELLE,BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION,DESERT | GRASSLAND,SAVANNA | DUNES | HOT_DESERT,SIMULATION_READY,EVD_JRN_R02_B01_SPC_GAZELLA_DORCAS_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_GAZELLA_DORCAS_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_GAZELLA_DORCAS_TERRAIN_SPECIFIC_001,1,BRD_DORCAS_GAZELLE
SPC_GEKKO_GECKO,BEAST_SPECIES,BEAST,R24,B09,BRD_TOKAY_GECKO,DUTY_NEST_DUTY_EXPRESSION,FOREST | SUBTERRANEAN | BUILT_ENVIRONMENT,RAIN_FOREST | CANOPY | CLIFF | VILLAGE,SIMULATION_READY,EVD_JRN_R24_B01_SPC_GEKKO_GECKO_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_GEKKO_GECKO_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_GEKKO_GECKO_TERRAIN_SPECIFIC_001,1,BRD_TOKAY_GECKO
SPC_GEKKO_KUHLI,BEAST_SPECIES,BEAST,R24,B09,BRD_KUHL_S_FLYING_GECKO,RISK_LEAP_OR_DIVE_EXPRESSION,FOREST,RAIN_FOREST | CANOPY,SIMULATION_READY,EVD_JRN_R24_B01_SPC_GEKKO_KUHLI_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_GEKKO_KUHLI_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_GEKKO_KUHLI_TERRAIN_SPECIFIC_001,1,BRD_KUHL_S_FLYING_GECKO
SPC_GENETTA_GENETTA,BEAST_SPECIES,BEAST,R02,B05,BRD_COMMON_GENET,DISCIPLINE_FORAGING_DISCIPLINE_EXPRESSION,FOREST,WOODLAND | FOREST_FLOOR,SIMULATION_READY,EVD_JRN_R02_B01_SPC_GENETTA_GENETTA_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_GENETTA_GENETTA_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_GENETTA_GENETTA_TERRAIN_SPECIFIC_001,1,BRD_COMMON_GENET
SPC_GENIALIS_DJINN,MYTHOS_SPECIES,MYTHOS,R06,M05,BRD_DJINN,TRUTH_MIMICRY_EXPRESSION,GENERALIST | FRESHWATER | FOREST | BUILT_ENVIRONMENT,RUINS,SIMULATION_READY,EVD_JRN_R06_B01_SPC_GENIALIS_DJINN_PERSONALITY_ID_001 | EVD_JRN_R06_B01_SPC_GENIALIS_DJINN_TERRAIN_BROAD_001 | EVD_JRN_R06_B01_SPC_GENIALIS_DJINN_TERRAIN_SPECIFIC_001,1,BRD_DJINN
SPC_GENIALIS_IFRIT,MYTHOS_SPECIES,MYTHOS,R06,M05,BRD_IFRIT,LOYALTY_GROUP_ALLEGIANCE_EXPRESSION,GENERALIST,GENERALIST,SIMULATION_READY,EVD_JRN_R06_B01_SPC_GENIALIS_IFRIT_PERSONALITY_ID_001 | EVD_JRN_R06_B01_SPC_GENIALIS_IFRIT_TERRAIN_BROAD_001 | EVD_JRN_R06_B01_SPC_GENIALIS_IFRIT_TERRAIN_SPECIFIC_001,1,BRD_IFRIT
SPC_GENIALIS_PERI,MYTHOS_SPECIES,MYTHOS,R06,M05,BRD_PERI,STEWARDSHIP_REALM_KEEPER_CONFLICT,MOUNTAIN | FRESHWATER | BUILT_ENVIRONMENT,ALPINE | LAKE | CASTLE,SIMULATION_READY,EVD_JRN_R06_B01_SPC_GENIALIS_PERI_PERSONALITY_ID_001 | EVD_JRN_R06_B01_SPC_GENIALIS_PERI_TERRAIN_BROAD_001 | EVD_JRN_R06_B01_SPC_GENIALIS_PERI_TERRAIN_SPECIFIC_001,1,BRD_PERI
SPC_GEOCOCCYX_CALIFORNIANUS,BEAST_SPECIES,BEAST,R22,B13,BRD_GREATER_ROADRUNNER,DISCIPLINE_FORAGING_DISCIPLINE_EXPRESSION,DESERT | GRASSLAND,HOT_DESERT | SCRUBLAND | SAVANNA,SIMULATION_READY,EVD_JRN_R22_B01_SPC_GEOCOCCYX_CALIFORNIANUS_PERSONALITY_ID_001 | EVD_JRN_R22_B01_SPC_GEOCOCCYX_CALIFORNIANUS_TERRAIN_BROAD_001 | EVD_JRN_R22_B01_SPC_GEOCOCCYX_CALIFORNIANUS_TERRAIN_SPECIFIC_001,1,BRD_GREATER_ROADRUNNER
SPC_GEOMYS_BURSARIUS_BURSARIUS,BEAST_SPECIES,BEAST,R20,B18,BRD_GEOMYS_BURSARIUS_BURSARIUS_PLAINS_POCKET_GOPHER,CONTROL_ENVIRONMENT_ENGINEERING_EXPRESSION,GRASSLAND | BUILT_ENVIRONMENT | SUBTERRANEAN,PRAIRIE | FARMLAND | BURROW | SOIL,SIMULATION_READY,EVD_JRN_R20_B01_SPC_GEOMYS_BURSARIUS_BURSARIUS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_GEOMYS_BURSARIUS_BURSARIUS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_GEOMYS_BURSARIUS_BURSARIUS_TERRAIN_SPECIFIC_001,1,BRD_GEOMYS_BURSARIUS_BURSARIUS_PLAINS_POCKET_GOPHER
SPC_GEORYCHUS_CAPENSIS,BEAST_SPECIES,BEAST,R20,B18,BRD_CAPE_MOLE_RAT,BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION,GRASSLAND | BUILT_ENVIRONMENT | SUBTERRANEAN,FARMLAND | SCRUBLAND | BURROW | SOIL,SIMULATION_READY,EVD_JRN_R20_B01_SPC_GEORYCHUS_CAPENSIS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_GEORYCHUS_CAPENSIS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_GEORYCHUS_CAPENSIS_TERRAIN_SPECIFIC_001,1,BRD_CAPE_MOLE_RAT
SPC_GEOTRIA_AUSTRALIS,BEAST_SPECIES,BEAST,R12,B19,BRD_POUCHED_LAMPREY,PURPOSE_MIGRATION_PURPOSE_EXPRESSION,OCEAN | COASTAL | FRESHWATER,PELAGIC | ESTUARY | RIVER | SOIL,SIMULATION_READY,EVD_JRN_R12_B01_SPC_GEOTRIA_AUSTRALIS_PERSONALITY_ID_001 | EVD_JRN_R12_B01_SPC_GEOTRIA_AUSTRALIS_TERRAIN_BROAD_001 | EVD_JRN_R12_B01_SPC_GEOTRIA_AUSTRALIS_TERRAIN_SPECIFIC_001,1,BRD_POUCHED_LAMPREY
SPC_GIGAS_CYCLOPS,MYTHOS_SPECIES,MYTHOS,R09,M12,BRD_CYCLOPS,CONTROL_ENVIRONMENT_ENGINEERING_EXPRESSION,MOUNTAIN | SUBTERRANEAN | COASTAL,CAVE | VOLCANIC | ISLAND | WORKSHOP,SIMULATION_READY,EVD_JRN_R09_B01_SPC_GIGAS_CYCLOPS_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_GIGAS_CYCLOPS_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_GIGAS_CYCLOPS_TERRAIN_SPECIFIC_001,1,BRD_CYCLOPS
SPC_GIGAS_FOMORIAN,MYTHOS_SPECIES,MYTHOS,R09,M12,BRD_FOMORIAN,POWER_COLONIAL_POWER_WOUND,OCEAN | COASTAL,PELAGIC | ISLAND,SIMULATION_READY,EVD_JRN_R09_B01_SPC_GIGAS_FOMORIAN_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_GIGAS_FOMORIAN_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_GIGAS_FOMORIAN_TERRAIN_SPECIFIC_001,1,BRD_FOMORIAN
SPC_GIGAS_GIGANTES,MYTHOS_SPECIES,MYTHOS,R09,M12,BRD_GIGANTES,FORCE_CATASTROPHIC_THRESHOLD_CONFLICT,MOUNTAIN | SUBTERRANEAN,VOLCANIC | ISLAND,SIMULATION_READY,EVD_JRN_R09_B01_SPC_GIGAS_GIGANTES_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_GIGAS_GIGANTES_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_GIGAS_GIGANTES_TERRAIN_SPECIFIC_001,1,BRD_GIGANTES
SPC_GIGAS_GLACIALIS,MYTHOS_SPECIES,MYTHOS,R09,M12,BRD_FROST_GIANT,LAND_DOMAIN_BOUND_CONFLICT,POLAR_ICE | MOUNTAIN,TUNDRA | GLACIER | ALPINE,SIMULATION_READY,EVD_JRN_R09_B01_SPC_GIGAS_GLACIALIS_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_GIGAS_GLACIALIS_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_GIGAS_GLACIALIS_TERRAIN_SPECIFIC_001,1,BRD_FROST_GIANT
SPC_GIGAS_HECATONCHEIR,MYTHOS_SPECIES,MYTHOS,R09,M12,BRD_HECATONCHEIR,DUTY_LAST_GUARDIAN_CONFLICT,SUBTERRANEAN,CAVE,SIMULATION_READY,EVD_JRN_R09_B01_SPC_GIGAS_HECATONCHEIR_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_GIGAS_HECATONCHEIR_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_GIGAS_HECATONCHEIR_TERRAIN_SPECIFIC_001,1,BRD_HECATONCHEIR
SPC_GIGAS_IGNIFER,MYTHOS_SPECIES,MYTHOS,R09,M12,BRD_FIRE_GIANT,FORCE_CATASTROPHIC_THRESHOLD_CONFLICT,GENERALIST,GENERALIST,SIMULATION_READY,EVD_JRN_R09_B01_SPC_GIGAS_IGNIFER_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_GIGAS_IGNIFER_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_GIGAS_IGNIFER_TERRAIN_SPECIFIC_001,1,BRD_FIRE_GIANT
SPC_GIGAS_JOTUNN,MYTHOS_SPECIES,MYTHOS,R09,M12,BRD_JOTUNN,BOUNDARIES_DOMAIN_BOUND_CONFLICT,GENERALIST,GENERALIST,SIMULATION_READY,EVD_JRN_R09_B01_SPC_GIGAS_JOTUNN_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_GIGAS_JOTUNN_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_GIGAS_JOTUNN_TERRAIN_SPECIFIC_001,1,BRD_JOTUNN
