sourceId,title,authorOrOrganization,publisher,stableUrlOrIdentifier,sourceOpened
SRC_R14_B01_051,Lissachatina fulica,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Lissachatina_fulica,true
SRC_R14_B01_052,Live sharksucker,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Live_sharksucker,true
SRC_R14_B01_053,Lumbricus terrestris,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Lumbricus_terrestris,true
SRC_R14_B01_054,Malapterurus electricus,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Malapterurus_electricus,true
SRC_R14_B01_055,Malapterurus microstoma,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Malapterurus_microstoma,true
SRC_R14_B01_056,Mangrove rivulus,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Mangrove_rivulus,true
SRC_R14_B01_057,Sharptail mola,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Masturus_lanceolatus,true
SRC_R14_B01_058,Mola tecta,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Mola_tecta,true
SRC_R14_B01_059,Bluespine unicornfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Naso_unicornis,true
SRC_R14_B01_060,Nothobranchius rachovii,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Nothobranchius_rachovii,true
SRC_R14_B01_061,Ocean sunfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Ocean_sunfish,true
SRC_R14_B01_062,Paracanthurus,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Paracanthurus,true
SRC_R14_B01_063,Periophthalmodon schlosseri,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Periophthalmodon_schlosseri,true
SRC_R14_B01_064,Premnas biaculeatus,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Premnas_biaculeatus,true
SRC_R14_B01_065,Queensland lungfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Queensland_lungfish,true
SRC_R14_B01_066,Rainbow trout,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Rainbow_trout,true
SRC_R14_B01_067,Red-bellied piranha,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Red-bellied_piranha,true
SRC_R14_B01_068,Red lionfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Red_lionfish,true
SRC_R14_B01_069,Redtail catfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Redtail_catfish,true
SRC_R14_B01_070,Rhinecanthus aculeatus,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Rhinecanthus_aculeatus,true
SRC_R14_B01_071,Ribbon eel,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Ribbon_eel,true
SRC_R14_B01_072,Sepia apama,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Sepia_apama,true
SRC_R14_B01_073,South American lungfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/South_American_lungfish,true
SRC_R14_B01_074,Tambaqui,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Tambaqui,true
SRC_R14_B01_075,Titan triggerfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Titan_triggerfish,true
SRC_R14_B01_076,Walking catfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Walking_catfish,true
SRC_R14_B01_077,West African lungfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/West_African_lungfish,true
SRC_R14_B01_078,Yellow boxfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Yellow_boxfish,true
SRC_R14_B01_079,FAO species identification guide: Hirundichthys affinis,Food and Agriculture Organization of the United Nations,Food and Agriculture Organization of the United Nations,https://www.fao.org/4/y4161e/y4161e35.pdf,true
SRC_R14_B01_080,FishBase field guide: Oxymonacanthus longirostris,FishBase,FishBase,https://www.fishbase.se/FieldGuide/FieldGuideSummary.php?genusname=Oxymonacanthus&speciesname=longirostris,true
SRC_R14_B02_001,Ascarosepion latimanus,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Ascarosepion_latimanus,true
SRC_R14_B02_002,Banded archerfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Banded_archerfish,true
SRC_R14_B02_003,Caribbean reef squid,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Caribbean_reef_squid,true
SRC_R14_B02_004,Chad,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Chad,true
SRC_R14_B02_005,Common cuttlefish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Common_cuttlefish,true
SRC_R14_B02_006,Kanem–Bornu Empire,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Kanem%E2%80%93Bornu_Empire,true
SRC_R14_B02_007,Mbu pufferfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Mbu_pufferfish,true
SRC_R14_B02_008,Mimic octopus,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Mimic_octopus,true
SRC_R14_B02_009,Stoplight parrotfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Sparisoma_viride,true
SRC_R14_B02_010,Synanceia verrucosa,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Synanceia_verrucosa,true
SRC_R14_B02_011,Greater pipefish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Syngnathus_acus,true
SRC_R14_B02_012,Synodontis nigriventris,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Synodontis_nigriventris,true
SRC_R14_B02_013,Taenianotus,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Taenianotus,true
SRC_R14_B02_014,Takifugu rubripes,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Takifugu_rubripes,true
SRC_R14_B02_015,Toxotes blythii,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Toxotes_blythii,true
SRC_R14_B02_016,Vampire squid,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Vampire_squid,true
SRC_R14_B02_017,Wels catfish,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Wels_catfish,true
SRC_R14_B02_018,Sailfin tang,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Zebrasoma_velifer,true
SRC_R14_B02_019,Red triangle slug fact sheet,Field of Mars Environmental Education Centre,New South Wales Department of Education,https://fieldofmar-e.schools.nsw.gov.au/fact-sheets/invertebrates/red-triangle-slug-fact-sheet,true
SRC_R14_B02_020,Tradition and Cultural Identity in Senegal,Smithsonian Institution,Smithsonian Institution,https://folklife-media.si.edu/docs/festival/program-book-articles/FESTBK1990_13.pdf,true
SRC_R14_B02_021,3.2 The Songhai Empire,OpenStax,Rice University,https://openstax.org/books/world-history-volume-2/pages/3-2-the-songhai-empire,true
SRC_R14_B02_022,The Horn of Africa,Cambridge University Press,Cambridge University Press,https://www.cambridge.org/core/books/abs/cambridge-history-of-africa/horn-of-africa/B418C8B702972813CAF68E46122CA66D,true
SRC_R15_B01_001,Aye-aye,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Aye-aye,true
SRC_R15_B01_002,Bengalis,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Bengalis,true
SRC_R15_B01_003,Bonobo,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Bonobo,true
SRC_R15_B01_004,Bornean orangutan,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Bornean_orangutan,true
SRC_R15_B01_005,Chimpanzee,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Chimpanzee,true
SRC_R15_B01_006,Colombian white-faced capuchin,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Colombian_white-faced_capuchin,true
SRC_R15_B01_007,Dravidian peoples,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Dravidian_peoples,true
SRC_R15_B01_008,East Slavs,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/East_Slavs,true
SRC_R15_B01_009,Emperor tamarin,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Emperor_tamarin,true
SRC_R15_B01_010,Gelada,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Gelada,true
SRC_R15_B01_011,Geoffroy's spider monkey,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Geoffroy%27s_spider_monkey,true
SRC_R15_B01_012,Golden snub-nosed monkey,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Golden_snub-nosed_monkey,true
SRC_R15_B01_013,Hamadryas baboon,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Hamadryas_baboon,true
SRC_R15_B01_014,Hungarians,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Hungarians,true
SRC_R15_B01_015,Indri,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Indri,true
SRC_R15_B01_016,Japanese macaque,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Japanese_macaque,true
SRC_R15_B01_017,Lar gibbon,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Lar_gibbon,true
SRC_R15_B01_018,Madame Berthe's mouse lemur,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Madame_Berthe%27s_mouse_lemur,true
SRC_R15_B01_019,Mandrill,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Mandrill,true
SRC_R15_B01_020,Mantled guereza,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Mantled_guereza,true
SRC_R15_B01_021,Mantled howler,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Mantled_howler,true
SRC_R15_B01_022,North India,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/North_India,true
SRC_R15_B01_023,Patas monkey,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Patas_monkey,true
SRC_R15_B01_024,Ethnic groups in the Caucasus,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Peoples_of_the_Caucasus,true
SRC_R15_B01_025,Philippine tarsier,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Philippine_tarsier,true
SRC_R15_B01_026,Potto,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Potto,true
SRC_R15_B01_027,Proboscis monkey,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Proboscis_monkey,true
SRC_R15_B01_028,Pygmy slow loris,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Pygmy_slow_loris,true
SRC_R15_B01_029,Red-faced spider monkey,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Red-faced_spider_monkey,true
SRC_R15_B01_030,Red ruffed lemur,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Red_ruffed_lemur,true
SRC_R15_B01_031,Ring-tailed lemur,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Ring-tailed_lemur,true
SRC_R15_B01_032,Romanians,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Romanians,true
SRC_R15_B01_033,Senegal bushbaby,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Senegal_bushbaby,true
SRC_R15_B01_034,Siamang,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Siamang,true
SRC_R15_B01_035,Sinhalese people,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Sinhalese_people,true
SRC_R15_B01_036,South Slavs,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/South_Slavs,true
SRC_R15_B01_037,Spectral tarsier,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Spectral_tarsier,true
SRC_R15_B01_038,Sunda slow loris,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Sunda_slow_loris,true
SRC_R15_B01_039,Verreaux's sifaka,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Verreaux%27s_sifaka,true
SRC_R15_B01_040,Western gorilla,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Western_gorilla,true
SRC_R15_B01_041,GUJARAT,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,https://www.iranicaonline.org/articles/gujarat/,true
SRC_R16_B01_001,Thailand - The Tai People: Origins and Migrations,U.S. Library of Congress,U.S. Government Printing Office,https://countrystudies.us/thailand/5.htm,true
SRC_R16_B01_002,Austronesian peoples,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Austronesian_peoples,true
SRC_R16_B01_003,Dragon,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Dragon,true
SRC_R16_B01_004,Ethnicity in Myanmar,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Ethnicity_in_Myanmar,true
SRC_R16_B01_005,Filipinos,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Filipinos,true
SRC_R16_B01_006,History of Vietnam,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/History_of_Vietnam,true
SRC_R16_B01_007,Java,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Java,true
SRC_R16_B01_008,Nāga,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/N%C4%81ga,true
SRC_R16_B01_009,The Cape Malay,South African History Online,South African History Online,https://sahistory.org.za/article/cape-malay,true
SRC_R16_B01_010,Cultural Landscape of Bali Province: the Subak System as a Manifestation of the Tri Hita Karana Philosophy,UNESCO World Heritage Centre,UNESCO,https://whc.unesco.org/en/list/1194/,true
SRC_R16_B01_011,Angkor,UNESCO World Heritage Centre,UNESCO,https://whc.unesco.org/en/list/668/,true
SRC_R16_B01_012,Rice Terraces of the Philippine Cordilleras,UNESCO World Heritage Centre,UNESCO,https://whc.unesco.org/en/list/722,true
SRC_R16_B01_013,The Sacred Spine,Maui No Ka Oi Magazine,Maui Magazine,https://www.mauimagazine.net/the-sacred-spine/,true
SRC_R17_B01_001,Australian brushturkey,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Australian_brushturkey,true
SRC_R17_B01_002,Chestnut-bellied sandgrouse,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Chestnut-bellied_sandgrouse,true
SRC_R17_B01_003,Chilean tinamou,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Chilean_tinamou,true
SRC_R17_B01_004,Common ostrich,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Common_ostrich,true
SRC_R17_B01_005,Common pheasant,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Common_pheasant,true
SRC_R17_B01_006,Congo peafowl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Congo_peafowl,true
SRC_R17_B01_007,Dwarf cassowary,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Dwarf_cassowary,true
SRC_R17_B01_008,Elegant crested tinamou,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Elegant_crested_tinamou,true
SRC_R17_B01_009,Emu,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Emu,true
SRC_R17_B01_010,Great bustard,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Great_bustard,true
SRC_R17_B01_011,Great spotted kiwi,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Great_spotted_kiwi,true
SRC_R17_B01_012,Great tinamou,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Great_tinamou,true
SRC_R17_B01_013,Greater rhea,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Greater_rhea,true
SRC_R17_B01_014,Grey partridge,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Grey_partridge,true
SRC_R17_B01_015,Helmeted guineafowl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Helmeted_guineafowl,true
SRC_R17_B01_016,Indian peafowl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Indian_peafowl,true
SRC_R17_B01_017,Kori bustard,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Kori_bustard,true
SRC_R17_B01_018,Darwin's rhea,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Lesser_rhea,true
SRC_R17_B01_019,Little bustard,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Little_bustard,true
SRC_R17_B01_020,Little spotted kiwi,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Little_spotted_kiwi,true
SRC_R17_B01_021,Maleo,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Maleo,true
SRC_R17_B01_022,Malleefowl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Malleefowl,true
SRC_R17_B01_023,Micronesian megapode,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Micronesian_megapode,true
SRC_R17_B01_024,Mourning dove,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Mourning_dove,true
SRC_R17_B01_025,Namaqua sandgrouse,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Namaqua_sandgrouse,true
SRC_R17_B01_026,Nicobar pigeon,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Nicobar_pigeon,true
SRC_R17_B01_027,North Island brown kiwi,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/North_Island_brown_kiwi,true
SRC_R17_B01_028,Northern cassowary,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Northern_cassowary,true
SRC_R17_B01_029,Ocellated turkey,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Ocellated_turkey,true
SRC_R17_B01_030,Pied imperial pigeon,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Pied_imperial_pigeon,true
SRC_R17_B01_031,Pin-tailed sandgrouse,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Pin-tailed_sandgrouse,true
SRC_R17_B01_032,Red junglefowl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Red_junglefowl,true
SRC_R17_B01_033,Rock dove,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Rock_dove,true
SRC_R17_B01_034,Somali ostrich,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Somali_ostrich,true
SRC_R17_B01_035,Southern cassowary,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Southern_cassowary,true
SRC_R17_B01_036,Victoria crowned pigeon,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Victoria_crowned_pigeon,true
SRC_R17_B01_037,Vulturine guineafowl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Vulturine_guineafowl,true
SRC_R17_B01_038,Wild turkey,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Wild_turkey,true
SRC_R17_B01_039,Asante Traditional Buildings,UNESCO World Heritage Centre,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/035/,true
SRC_R17_B01_040,Osun-Osogbo Sacred Grove,UNESCO World Heritage Centre,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1118,true
SRC_R17_B01_041,"Mbanza Kongo, Vestiges of the Capital of the former Kingdom of Kongo",UNESCO World Heritage Centre,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/1511/,true
SRC_R17_B01_042,"National History Park - Citadel, Sans Souci, Ramiers",UNESCO World Heritage Centre,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/180/,true
SRC_R17_B01_043,Historic Centre of Salvador de Bahia,UNESCO World Heritage Centre,UNESCO World Heritage Centre,https://whc.unesco.org/en/list/309,true
SRC_R17_B01_044,Benin Iya / Sungbo's Eredo,UNESCO World Heritage Centre,UNESCO World Heritage Centre,https://whc.unesco.org/en/tentativelists/488/,true
SRC_R17_B01_045,Western Area Peninsula National Park,UNESCO World Heritage Centre,UNESCO World Heritage Centre,https://whc.unesco.org/en/tentativelists/5741,true
SRC_R17_B01_046,Changing Political Processes among the Abaja Ibo,Cambridge University Press,Cambridge University Press,https://www.cambridge.org/core/journals/africa/article/abs/changing-political-processes-among-the-abaja-ibo1/395C96F68D082FD1857B0C5F970A873E,true
SRC_R17_B01_047,The African American Odyssey: A Quest for Full Citizenship,Library of Congress,Library of Congress,https://www.loc.gov/exhibits/african-american-odyssey/civil-rights-era.html,true
SRC_R17_B01_048,Gullah Geechee Cultural Heritage Corridor,U.S. National Park Service,U.S. National Park Service,https://www.nps.gov/places/gullah-geechee-cultural-heritage-corridor.htm,true
SRC_R18_B01_001,White Rhinoceros,San Diego Zoo Wildlife Alliance,San Diego Zoo Wildlife Alliance,https://animals.sandiegozoo.org/animals/white-rhinoceros,true
SRC_R18_B01_002,African wild ass,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/African_wild_ass,true
SRC_R18_B01_003,American kestrel,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/American_kestrel,true
SRC_R18_B01_004,Andean condor,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Andean_condor,true
SRC_R18_B01_005,Baird's tapir,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Baird%27s_tapir,true
SRC_R18_B01_006,Barn owl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Barn_owl,true
SRC_R18_B01_007,Bateleur,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Bateleur,true
SRC_R18_B01_008,Bearded vulture,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Bearded_vulture,true
SRC_R18_B01_009,Black kite,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Black_kite,true
SRC_R18_B01_010,Black rhinoceros,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Black_rhinoceros,true
SRC_R18_B01_011,Blakiston's fish owl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Blakiston%27s_fish_owl,true
SRC_R18_B01_012,Burrowing owl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Burrowing_owl,true
SRC_R18_B01_013,California condor,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/California_condor,true
SRC_R18_B01_014,Egyptian vulture,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Egyptian_vulture,true
SRC_R18_B01_015,Eurasian eagle-owl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Eurasian_eagle-owl,true
SRC_R18_B01_016,Golden eagle,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Golden_eagle,true
SRC_R18_B01_017,Grévy's zebra,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Gr%C3%A9vy%27s_zebra,true
SRC_R18_B01_018,Eurasian griffon vulture,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Griffon_vulture,true
SRC_R18_B01_019,Gyrfalcon,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Gyrfalcon,true
SRC_R18_B01_020,Harpy eagle,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Harpy_eagle,true
SRC_R18_B01_021,Hooded vulture,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Hooded_vulture,true
SRC_R18_B01_022,Indian rhinoceros,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Indian_rhinoceros,true
SRC_R18_B01_023,Javan rhinoceros,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Javan_rhinoceros,true
SRC_R18_B01_024,Kiang,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Kiang,true
SRC_R18_B01_025,King vulture,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/King_vulture,true
SRC_R18_B01_026,Laughing falcon,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Laughing_falcon,true
SRC_R18_B01_027,Malayan tapir,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Malayan_tapir,true
SRC_R18_B01_028,Mountain tapir,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Mountain_tapir,true
SRC_R18_B01_029,Mountain zebra,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Mountain_zebra,true
SRC_R18_B01_030,Northern saw-whet owl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Northern_saw-whet_owl,true
SRC_R18_B01_031,Onager,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Onager,true
SRC_R18_B01_032,Osprey,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Osprey,true
SRC_R18_B01_033,Peregrine falcon,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Peregrine_falcon,true
SRC_R18_B01_034,Plains zebra,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Plains_zebra,true
SRC_R18_B01_035,Red-tailed hawk,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Red-tailed_hawk,true
SRC_R18_B01_036,Secretarybird,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Secretarybird,true
SRC_R18_B01_037,Snowy owl,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Snowy_owl,true
SRC_R18_B01_038,South American tapir,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/South_American_tapir,true
SRC_R18_B01_039,Crested caracara,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Southern_crested_caracara,true
SRC_R18_B01_040,Sumatran rhinoceros,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Sumatran_rhinoceros,true
