evidenceId,researchUnitId,targetField,batchId,journalEntryId,researchedAt,sourceOpened,sourceUrl,sourceTitle,locator,boundedContext,sourceFact,normalizationBridge,generatedBy,citationId,sourceId,authorOrOrganization,publisher,stableUrlOrIdentifier,subjectAlignment,claimAlignment,citationBoundedContext,journalQuery,journalSearchResultChosen,journalActualOpenedUrl,journalAccepted,inheritedBreedCount,inheritedBreedIds
EVD_JRN_R13_B01_SPC_SIREN_LACERTINA_PERSONALITY_ID_001,SPC_SIREN_LACERTINA,personalityId,R13_B01,JRN_R13_B01_SPC_SIREN_LACERTINA_PERSONALITY_ID_001,2026-08-19T22:18:18Z,true,https://animaldiversity.org/accounts/Siren_lacertina/,Siren lacertina,Habitat and behavior,"The exact greater siren lives in ponds, swamps, ditches and lakes and survives drought by burrowing into mud, secreting a cocoon, and becoming inactive.","Siren lacertina endures water scarcity through prolonged, externally imposed confinement.","Drought forces this aquatic species into mud-buried aestivation, a direct scarcity-imposed restraint on movement and activity.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_SIREN_LACERTINA_PERSONALITY_ID_001,SRC_R13_B01_003,Animal Diversity Web,University of Michigan Museum of Zoology,https://animaldiversity.org/accounts/Siren_lacertina/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The exact greater siren lives in ponds, swamps, ditches and lakes and survives drought by burrowing into mud, secreting a cocoon, and becoming inactive.",SPC_SIREN_LACERTINA exact subject behavior habitat ecology traditional account,Siren lacertina,https://animaldiversity.org/accounts/Siren_lacertina/,true,1,BRD_GREATER_SIREN
EVD_JRN_R13_B01_SPC_SIREN_LACERTINA_TERRAIN_BROAD_001,SPC_SIREN_LACERTINA,terrainBroad,R13_B01,JRN_R13_B01_SPC_SIREN_LACERTINA_TERRAIN_BROAD_001,2026-08-19T22:18:18Z,true,https://animaldiversity.org/accounts/Siren_lacertina/,Siren lacertina,Habitat and behavior,"The exact greater siren lives in ponds, swamps, ditches and lakes and survives drought by burrowing into mud, secreting a cocoon, and becoming inactive.","Siren lacertina endures water scarcity through prolonged, externally imposed confinement.","Siren lacertina endures water scarcity through prolonged, externally imposed confinement. Normalized only to controlled terrainBroad tokens: FRESHWATER, WETLAND, SUBTERRANEAN.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_SIREN_LACERTINA_TERRAIN_BROAD_001,SRC_R13_B01_003,Animal Diversity Web,University of Michigan Museum of Zoology,https://animaldiversity.org/accounts/Siren_lacertina/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The exact greater siren lives in ponds, swamps, ditches and lakes and survives drought by burrowing into mud, secreting a cocoon, and becoming inactive.",SPC_SIREN_LACERTINA exact subject behavior habitat ecology traditional account,Siren lacertina,https://animaldiversity.org/accounts/Siren_lacertina/,true,1,BRD_GREATER_SIREN
EVD_JRN_R13_B01_SPC_SIREN_LACERTINA_TERRAIN_SPECIFIC_001,SPC_SIREN_LACERTINA,terrainSpecific,R13_B01,JRN_R13_B01_SPC_SIREN_LACERTINA_TERRAIN_SPECIFIC_001,2026-08-19T22:18:18Z,true,https://animaldiversity.org/accounts/Siren_lacertina/,Siren lacertina,Habitat and behavior,"The exact greater siren lives in ponds, swamps, ditches and lakes and survives drought by burrowing into mud, secreting a cocoon, and becoming inactive.","Siren lacertina endures water scarcity through prolonged, externally imposed confinement.","Siren lacertina endures water scarcity through prolonged, externally imposed confinement. Normalized only to controlled terrainSpecific tokens: SWAMP, POND, LAKE, BURROW.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_SIREN_LACERTINA_TERRAIN_SPECIFIC_001,SRC_R13_B01_003,Animal Diversity Web,University of Michigan Museum of Zoology,https://animaldiversity.org/accounts/Siren_lacertina/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The exact greater siren lives in ponds, swamps, ditches and lakes and survives drought by burrowing into mud, secreting a cocoon, and becoming inactive.",SPC_SIREN_LACERTINA exact subject behavior habitat ecology traditional account,Siren lacertina,https://animaldiversity.org/accounts/Siren_lacertina/,true,1,BRD_GREATER_SIREN
EVD_JRN_R13_B01_SPC_THELODERMA_CORTICALE_PERSONALITY_ID_001,SPC_THELODERMA_CORTICALE,personalityId,R13_B01,JRN_R13_B01_SPC_THELODERMA_CORTICALE_PERSONALITY_ID_001,2026-08-19T22:18:18Z,true,https://www.amnh.org/exhibitions/frogs-a-chorus-of-colors/featured-frog-species/can-you-find-these-frogs,Can You Find These Frogs?,Featured species: Vietnamese mossy frog,The museum's exact Theloderma corticale entry explains its moss-like concealment and places it around flooded caves and rocky banks of mountain streams.,Vietnamese mossy frogs make their bodies difficult to distinguish from saturated mossy rock.,"The exact mossy frog's texture and coloration visually merge with moss and rock, directly supporting camouflage expression.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_THELODERMA_CORTICALE_PERSONALITY_ID_001,SRC_R13_B01_041,American Museum of Natural History,American Museum of Natural History,https://www.amnh.org/exhibitions/frogs-a-chorus-of-colors/featured-frog-species/can-you-find-these-frogs,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The museum's exact Theloderma corticale entry explains its moss-like concealment and places it around flooded caves and rocky banks of mountain streams.,SPC_THELODERMA_CORTICALE exact subject behavior habitat ecology traditional account,Can You Find These Frogs?,https://www.amnh.org/exhibitions/frogs-a-chorus-of-colors/featured-frog-species/can-you-find-these-frogs,true,1,BRD_VIETNAMESE_MOSSY_FROG
EVD_JRN_R13_B01_SPC_THELODERMA_CORTICALE_TERRAIN_BROAD_001,SPC_THELODERMA_CORTICALE,terrainBroad,R13_B01,JRN_R13_B01_SPC_THELODERMA_CORTICALE_TERRAIN_BROAD_001,2026-08-19T22:18:18Z,true,https://www.amnh.org/exhibitions/frogs-a-chorus-of-colors/featured-frog-species/can-you-find-these-frogs,Can You Find These Frogs?,Featured species: Vietnamese mossy frog,The museum's exact Theloderma corticale entry explains its moss-like concealment and places it around flooded caves and rocky banks of mountain streams.,Vietnamese mossy frogs make their bodies difficult to distinguish from saturated mossy rock.,"Vietnamese mossy frogs make their bodies difficult to distinguish from saturated mossy rock. Normalized only to controlled terrainBroad tokens: FOREST, MOUNTAIN, FRESHWATER, SUBTERRANEAN.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_THELODERMA_CORTICALE_TERRAIN_BROAD_001,SRC_R13_B01_041,American Museum of Natural History,American Museum of Natural History,https://www.amnh.org/exhibitions/frogs-a-chorus-of-colors/featured-frog-species/can-you-find-these-frogs,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The museum's exact Theloderma corticale entry explains its moss-like concealment and places it around flooded caves and rocky banks of mountain streams.,SPC_THELODERMA_CORTICALE exact subject behavior habitat ecology traditional account,Can You Find These Frogs?,https://www.amnh.org/exhibitions/frogs-a-chorus-of-colors/featured-frog-species/can-you-find-these-frogs,true,1,BRD_VIETNAMESE_MOSSY_FROG
EVD_JRN_R13_B01_SPC_THELODERMA_CORTICALE_TERRAIN_SPECIFIC_001,SPC_THELODERMA_CORTICALE,terrainSpecific,R13_B01,JRN_R13_B01_SPC_THELODERMA_CORTICALE_TERRAIN_SPECIFIC_001,2026-08-19T22:18:18Z,true,https://www.amnh.org/exhibitions/frogs-a-chorus-of-colors/featured-frog-species/can-you-find-these-frogs,Can You Find These Frogs?,Featured species: Vietnamese mossy frog,The museum's exact Theloderma corticale entry explains its moss-like concealment and places it around flooded caves and rocky banks of mountain streams.,Vietnamese mossy frogs make their bodies difficult to distinguish from saturated mossy rock.,"Vietnamese mossy frogs make their bodies difficult to distinguish from saturated mossy rock. Normalized only to controlled terrainSpecific tokens: MONTANE_FOREST, CAVE, RIVER.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_THELODERMA_CORTICALE_TERRAIN_SPECIFIC_001,SRC_R13_B01_041,American Museum of Natural History,American Museum of Natural History,https://www.amnh.org/exhibitions/frogs-a-chorus-of-colors/featured-frog-species/can-you-find-these-frogs,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The museum's exact Theloderma corticale entry explains its moss-like concealment and places it around flooded caves and rocky banks of mountain streams.,SPC_THELODERMA_CORTICALE exact subject behavior habitat ecology traditional account,Can You Find These Frogs?,https://www.amnh.org/exhibitions/frogs-a-chorus-of-colors/featured-frog-species/can-you-find-these-frogs,true,1,BRD_VIETNAMESE_MOSSY_FROG
EVD_JRN_R13_B01_SPC_TRACHYCEPHALUS_RESINIFICTRIX_PERSONALITY_ID_001,SPC_TRACHYCEPHALUS_RESINIFICTRIX,personalityId,R13_B01,JRN_R13_B01_SPC_TRACHYCEPHALUS_RESINIFICTRIX_PERSONALITY_ID_001,2026-08-19T22:18:18Z,true,https://nationalzoo.si.edu/animals/news/fun-facts-about-amazon-milk-frogs,Fun Facts About Amazon Milk Frogs,Habitat and defensive secretion,The Smithsonian account places Trachycephalus resinifictrix in South American tropical rainforest canopy and describes the sticky white poisonous secretion that gives the frog its common name.,Amazon milk frogs externalize a defensive state through a conspicuous chemical secretion.,The exact species visibly exudes a sticky white defensive secretion under threat; this is direct chemical expression.,BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TRACHYCEPHALUS_RESINIFICTRIX_PERSONALITY_ID_001,SRC_R13_B01_032,Smithsonian's National Zoo and Conservation Biology Institute,Smithsonian Institution,https://nationalzoo.si.edu/animals/news/fun-facts-about-amazon-milk-frogs,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The Smithsonian account places Trachycephalus resinifictrix in South American tropical rainforest canopy and describes the sticky white poisonous secretion that gives the frog its common name.,SPC_TRACHYCEPHALUS_RESINIFICTRIX exact subject behavior habitat ecology traditional account,Fun Facts About Amazon Milk Frogs,https://nationalzoo.si.edu/animals/news/fun-facts-about-amazon-milk-frogs,true,1,BRD_AMAZON_MILK_FROG
EVD_JRN_R13_B01_SPC_TRACHYCEPHALUS_RESINIFICTRIX_TERRAIN_BROAD_001,SPC_TRACHYCEPHALUS_RESINIFICTRIX,terrainBroad,R13_B01,JRN_R13_B01_SPC_TRACHYCEPHALUS_RESINIFICTRIX_TERRAIN_BROAD_001,2026-08-19T22:18:18Z,true,https://nationalzoo.si.edu/animals/news/fun-facts-about-amazon-milk-frogs,Fun Facts About Amazon Milk Frogs,Habitat and defensive secretion,The Smithsonian account places Trachycephalus resinifictrix in South American tropical rainforest canopy and describes the sticky white poisonous secretion that gives the frog its common name.,Amazon milk frogs externalize a defensive state through a conspicuous chemical secretion.,Amazon milk frogs externalize a defensive state through a conspicuous chemical secretion. Normalized only to controlled terrainBroad tokens: FOREST.,BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TRACHYCEPHALUS_RESINIFICTRIX_TERRAIN_BROAD_001,SRC_R13_B01_032,Smithsonian's National Zoo and Conservation Biology Institute,Smithsonian Institution,https://nationalzoo.si.edu/animals/news/fun-facts-about-amazon-milk-frogs,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The Smithsonian account places Trachycephalus resinifictrix in South American tropical rainforest canopy and describes the sticky white poisonous secretion that gives the frog its common name.,SPC_TRACHYCEPHALUS_RESINIFICTRIX exact subject behavior habitat ecology traditional account,Fun Facts About Amazon Milk Frogs,https://nationalzoo.si.edu/animals/news/fun-facts-about-amazon-milk-frogs,true,1,BRD_AMAZON_MILK_FROG
EVD_JRN_R13_B01_SPC_TRACHYCEPHALUS_RESINIFICTRIX_TERRAIN_SPECIFIC_001,SPC_TRACHYCEPHALUS_RESINIFICTRIX,terrainSpecific,R13_B01,JRN_R13_B01_SPC_TRACHYCEPHALUS_RESINIFICTRIX_TERRAIN_SPECIFIC_001,2026-08-19T22:18:18Z,true,https://nationalzoo.si.edu/animals/news/fun-facts-about-amazon-milk-frogs,Fun Facts About Amazon Milk Frogs,Habitat and defensive secretion,The Smithsonian account places Trachycephalus resinifictrix in South American tropical rainforest canopy and describes the sticky white poisonous secretion that gives the frog its common name.,Amazon milk frogs externalize a defensive state through a conspicuous chemical secretion.,"Amazon milk frogs externalize a defensive state through a conspicuous chemical secretion. Normalized only to controlled terrainSpecific tokens: RAIN_FOREST, CANOPY.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TRACHYCEPHALUS_RESINIFICTRIX_TERRAIN_SPECIFIC_001,SRC_R13_B01_032,Smithsonian's National Zoo and Conservation Biology Institute,Smithsonian Institution,https://nationalzoo.si.edu/animals/news/fun-facts-about-amazon-milk-frogs,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The Smithsonian account places Trachycephalus resinifictrix in South American tropical rainforest canopy and describes the sticky white poisonous secretion that gives the frog its common name.,SPC_TRACHYCEPHALUS_RESINIFICTRIX exact subject behavior habitat ecology traditional account,Fun Facts About Amazon Milk Frogs,https://nationalzoo.si.edu/animals/news/fun-facts-about-amazon-milk-frogs,true,1,BRD_AMAZON_MILK_FROG
EVD_JRN_R13_B01_SPC_TRICHOBATRACHUS_ROBUSTUS_PERSONALITY_ID_001,SPC_TRICHOBATRACHUS_ROBUSTUS,personalityId,R13_B01,JRN_R13_B01_SPC_TRICHOBATRACHUS_ROBUSTUS_PERSONALITY_ID_001,2026-08-19T22:18:18Z,true,https://en.wikipedia.org/wiki/Hairy_frog,Hairy frog,Defense and habitat sections,The exact Central African frog lives along fast-flowing forest rivers and defends itself by fracturing toe bones so sharp points pierce the skin as claws.,Trichobatrachus robustus weaponizes its skeleton by injuring its own tissue.,Breaking toe bones and driving the sharpened ends through living skin is a direct weapon-body conflict.,BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TRICHOBATRACHUS_ROBUSTUS_PERSONALITY_ID_001,SRC_R13_B01_015,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Hairy_frog,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The exact Central African frog lives along fast-flowing forest rivers and defends itself by fracturing toe bones so sharp points pierce the skin as claws.,SPC_TRICHOBATRACHUS_ROBUSTUS exact subject behavior habitat ecology traditional account,Hairy frog,https://en.wikipedia.org/wiki/Hairy_frog,true,1,BRD_HAIRY_FROG
EVD_JRN_R13_B01_SPC_TRICHOBATRACHUS_ROBUSTUS_TERRAIN_BROAD_001,SPC_TRICHOBATRACHUS_ROBUSTUS,terrainBroad,R13_B01,JRN_R13_B01_SPC_TRICHOBATRACHUS_ROBUSTUS_TERRAIN_BROAD_001,2026-08-19T22:18:18Z,true,https://en.wikipedia.org/wiki/Hairy_frog,Hairy frog,Defense and habitat sections,The exact Central African frog lives along fast-flowing forest rivers and defends itself by fracturing toe bones so sharp points pierce the skin as claws.,Trichobatrachus robustus weaponizes its skeleton by injuring its own tissue.,"Trichobatrachus robustus weaponizes its skeleton by injuring its own tissue. Normalized only to controlled terrainBroad tokens: FOREST, FRESHWATER.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TRICHOBATRACHUS_ROBUSTUS_TERRAIN_BROAD_001,SRC_R13_B01_015,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Hairy_frog,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The exact Central African frog lives along fast-flowing forest rivers and defends itself by fracturing toe bones so sharp points pierce the skin as claws.,SPC_TRICHOBATRACHUS_ROBUSTUS exact subject behavior habitat ecology traditional account,Hairy frog,https://en.wikipedia.org/wiki/Hairy_frog,true,1,BRD_HAIRY_FROG
EVD_JRN_R13_B01_SPC_TRICHOBATRACHUS_ROBUSTUS_TERRAIN_SPECIFIC_001,SPC_TRICHOBATRACHUS_ROBUSTUS,terrainSpecific,R13_B01,JRN_R13_B01_SPC_TRICHOBATRACHUS_ROBUSTUS_TERRAIN_SPECIFIC_001,2026-08-19T22:18:18Z,true,https://en.wikipedia.org/wiki/Hairy_frog,Hairy frog,Defense and habitat sections,The exact Central African frog lives along fast-flowing forest rivers and defends itself by fracturing toe bones so sharp points pierce the skin as claws.,Trichobatrachus robustus weaponizes its skeleton by injuring its own tissue.,"Trichobatrachus robustus weaponizes its skeleton by injuring its own tissue. Normalized only to controlled terrainSpecific tokens: RAIN_FOREST, RIVER.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TRICHOBATRACHUS_ROBUSTUS_TERRAIN_SPECIFIC_001,SRC_R13_B01_015,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Hairy_frog,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The exact Central African frog lives along fast-flowing forest rivers and defends itself by fracturing toe bones so sharp points pierce the skin as claws.,SPC_TRICHOBATRACHUS_ROBUSTUS exact subject behavior habitat ecology traditional account,Hairy frog,https://en.wikipedia.org/wiki/Hairy_frog,true,1,BRD_HAIRY_FROG
EVD_JRN_R13_B01_SPC_TRITURUS_CRISTATUS_PERSONALITY_ID_001,SPC_TRITURUS_CRISTATUS,personalityId,R13_B01,JRN_R13_B01_SPC_TRITURUS_CRISTATUS_PERSONALITY_ID_001,2026-08-19T22:18:18Z,true,https://www.intechopen.com/chapters/59670,The Courtship Behaviour of the Great Crested Newt Triturus cristatus,Courtship behavior and breeding habitat,"The reviewed exact species breeds in vegetated ponds; males gather in display areas and use visual postures, tail fanning, and chemical signals during courtship.","Great crested newt males turn body form, water movement, and pheromones into a coordinated mating display.",A structured lek and multimodal display sequence is direct courtship expression.,BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TRITURUS_CRISTATUS_PERSONALITY_ID_001,SRC_R13_B01_042,IntechOpen,IntechOpen,https://www.intechopen.com/chapters/59670,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The reviewed exact species breeds in vegetated ponds; males gather in display areas and use visual postures, tail fanning, and chemical signals during courtship.",SPC_TRITURUS_CRISTATUS exact subject behavior habitat ecology traditional account,The Courtship Behaviour of the Great Crested Newt Triturus cristatus,https://www.intechopen.com/chapters/59670,true,1,BRD_GREAT_CRESTED_NEWT
EVD_JRN_R13_B01_SPC_TRITURUS_CRISTATUS_TERRAIN_BROAD_001,SPC_TRITURUS_CRISTATUS,terrainBroad,R13_B01,JRN_R13_B01_SPC_TRITURUS_CRISTATUS_TERRAIN_BROAD_001,2026-08-19T22:18:18Z,true,https://www.intechopen.com/chapters/59670,The Courtship Behaviour of the Great Crested Newt Triturus cristatus,Courtship behavior and breeding habitat,"The reviewed exact species breeds in vegetated ponds; males gather in display areas and use visual postures, tail fanning, and chemical signals during courtship.","Great crested newt males turn body form, water movement, and pheromones into a coordinated mating display.","Great crested newt males turn body form, water movement, and pheromones into a coordinated mating display. Normalized only to controlled terrainBroad tokens: FRESHWATER, WETLAND, FOREST, GRASSLAND.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TRITURUS_CRISTATUS_TERRAIN_BROAD_001,SRC_R13_B01_042,IntechOpen,IntechOpen,https://www.intechopen.com/chapters/59670,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The reviewed exact species breeds in vegetated ponds; males gather in display areas and use visual postures, tail fanning, and chemical signals during courtship.",SPC_TRITURUS_CRISTATUS exact subject behavior habitat ecology traditional account,The Courtship Behaviour of the Great Crested Newt Triturus cristatus,https://www.intechopen.com/chapters/59670,true,1,BRD_GREAT_CRESTED_NEWT
EVD_JRN_R13_B01_SPC_TRITURUS_CRISTATUS_TERRAIN_SPECIFIC_001,SPC_TRITURUS_CRISTATUS,terrainSpecific,R13_B01,JRN_R13_B01_SPC_TRITURUS_CRISTATUS_TERRAIN_SPECIFIC_001,2026-08-19T22:18:18Z,true,https://www.intechopen.com/chapters/59670,The Courtship Behaviour of the Great Crested Newt Triturus cristatus,Courtship behavior and breeding habitat,"The reviewed exact species breeds in vegetated ponds; males gather in display areas and use visual postures, tail fanning, and chemical signals during courtship.","Great crested newt males turn body form, water movement, and pheromones into a coordinated mating display.","Great crested newt males turn body form, water movement, and pheromones into a coordinated mating display. Normalized only to controlled terrainSpecific tokens: POND, WOODLAND, MEADOW.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TRITURUS_CRISTATUS_TERRAIN_SPECIFIC_001,SRC_R13_B01_042,IntechOpen,IntechOpen,https://www.intechopen.com/chapters/59670,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The reviewed exact species breeds in vegetated ponds; males gather in display areas and use visual postures, tail fanning, and chemical signals during courtship.",SPC_TRITURUS_CRISTATUS exact subject behavior habitat ecology traditional account,The Courtship Behaviour of the Great Crested Newt Triturus cristatus,https://www.intechopen.com/chapters/59670,true,1,BRD_GREAT_CRESTED_NEWT
EVD_JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_PERSONALITY_ID_001,SPC_TYLOTOTRITON_SHANJING,personalityId,R13_B01,JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_PERSONALITY_ID_001,2026-08-19T22:18:18Z,true,https://en.wikipedia.org/wiki/Tylototriton_shanjing,Tylototriton shanjing,"Description, defense, and habitat sections","The exact emperor newt is a mountain species associated with humid grassland, forest and breeding water; it combines conspicuous orange markings, bony ridges, and toxin.",Tylototriton shanjing makes defense inseparable from its reinforced and warning-colored body.,"Bright orange warning pattern, bony cranial and dorsal structures, and toxic secretion form a direct protective-body system.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_PERSONALITY_ID_001,SRC_R13_B01_029,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Tylototriton_shanjing,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The exact emperor newt is a mountain species associated with humid grassland, forest and breeding water; it combines conspicuous orange markings, bony ridges, and toxin.",SPC_TYLOTOTRITON_SHANJING exact subject behavior habitat ecology traditional account,Tylototriton shanjing,https://en.wikipedia.org/wiki/Tylototriton_shanjing,true,1,BRD_EMPEROR_NEWT
EVD_JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_TERRAIN_BROAD_001,SPC_TYLOTOTRITON_SHANJING,terrainBroad,R13_B01,JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_TERRAIN_BROAD_001,2026-08-19T22:18:18Z,true,https://en.wikipedia.org/wiki/Tylototriton_shanjing,Tylototriton shanjing,"Description, defense, and habitat sections","The exact emperor newt is a mountain species associated with humid grassland, forest and breeding water; it combines conspicuous orange markings, bony ridges, and toxin.",Tylototriton shanjing makes defense inseparable from its reinforced and warning-colored body.,"Tylototriton shanjing makes defense inseparable from its reinforced and warning-colored body. Normalized only to controlled terrainBroad tokens: MOUNTAIN, FRESHWATER, GRASSLAND, FOREST.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_TERRAIN_BROAD_001,SRC_R13_B01_029,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Tylototriton_shanjing,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The exact emperor newt is a mountain species associated with humid grassland, forest and breeding water; it combines conspicuous orange markings, bony ridges, and toxin.",SPC_TYLOTOTRITON_SHANJING exact subject behavior habitat ecology traditional account,Tylototriton shanjing,https://en.wikipedia.org/wiki/Tylototriton_shanjing,true,1,BRD_EMPEROR_NEWT
EVD_JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_TERRAIN_SPECIFIC_001,SPC_TYLOTOTRITON_SHANJING,terrainSpecific,R13_B01,JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_TERRAIN_SPECIFIC_001,2026-08-19T22:18:18Z,true,https://en.wikipedia.org/wiki/Tylototriton_shanjing,Tylototriton shanjing,"Description, defense, and habitat sections","The exact emperor newt is a mountain species associated with humid grassland, forest and breeding water; it combines conspicuous orange markings, bony ridges, and toxin.",Tylototriton shanjing makes defense inseparable from its reinforced and warning-colored body.,"Tylototriton shanjing makes defense inseparable from its reinforced and warning-colored body. Normalized only to controlled terrainSpecific tokens: MONTANE_FOREST, RIVER, POND, MEADOW.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_TERRAIN_SPECIFIC_001,SRC_R13_B01_029,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Tylototriton_shanjing,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The exact emperor newt is a mountain species associated with humid grassland, forest and breeding water; it combines conspicuous orange markings, bony ridges, and toxin.",SPC_TYLOTOTRITON_SHANJING exact subject behavior habitat ecology traditional account,Tylototriton shanjing,https://en.wikipedia.org/wiki/Tylototriton_shanjing,true,1,BRD_EMPEROR_NEWT
EVD_JRN_R13_B01_SPC_TYPHLONECTES_COMPRESSICAUDA_PERSONALITY_ID_001,SPC_TYPHLONECTES_COMPRESSICAUDA,personalityId,R13_B01,JRN_R13_B01_SPC_TYPHLONECTES_COMPRESSICAUDA_PERSONALITY_ID_001,2026-08-19T22:18:18Z,true,https://en.wikipedia.org/wiki/Typhlonectes_compressicauda,Typhlonectes compressicauda,"Habitat, behavior, and reproduction","The exact aquatic caecilian inhabits permanent rivers and marshes in lowland forest, may share burrows, and nourishes developing young with secretions from the oviduct wall.",Typhlonectes compressicauda supplies developing offspring with specialized maternal nutrition before birth.,Live young feeding on maternal oviduct secretions is direct prenatal provisioning.,BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TYPHLONECTES_COMPRESSICAUDA_PERSONALITY_ID_001,SRC_R13_B01_030,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Typhlonectes_compressicauda,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The exact aquatic caecilian inhabits permanent rivers and marshes in lowland forest, may share burrows, and nourishes developing young with secretions from the oviduct wall.",SPC_TYPHLONECTES_COMPRESSICAUDA exact subject behavior habitat ecology traditional account,Typhlonectes compressicauda,https://en.wikipedia.org/wiki/Typhlonectes_compressicauda,true,1,BRD_AQUATIC_CAECILIAN
EVD_JRN_R13_B01_SPC_TYPHLONECTES_COMPRESSICAUDA_TERRAIN_BROAD_001,SPC_TYPHLONECTES_COMPRESSICAUDA,terrainBroad,R13_B01,JRN_R13_B01_SPC_TYPHLONECTES_COMPRESSICAUDA_TERRAIN_BROAD_001,2026-08-19T22:18:18Z,true,https://en.wikipedia.org/wiki/Typhlonectes_compressicauda,Typhlonectes compressicauda,"Habitat, behavior, and reproduction","The exact aquatic caecilian inhabits permanent rivers and marshes in lowland forest, may share burrows, and nourishes developing young with secretions from the oviduct wall.",Typhlonectes compressicauda supplies developing offspring with specialized maternal nutrition before birth.,"Typhlonectes compressicauda supplies developing offspring with specialized maternal nutrition before birth. Normalized only to controlled terrainBroad tokens: FRESHWATER, WETLAND, FOREST.",BATCH_RESEARCH,CIT_JRN_R13_B01_SPC_TYPHLONECTES_COMPRESSICAUDA_TERRAIN_BROAD_001,SRC_R13_B01_030,Wikimedia Foundation,Wikimedia Foundation,https://en.wikipedia.org/wiki/Typhlonectes_compressicauda,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The exact aquatic caecilian inhabits permanent rivers and marshes in lowland forest, may share burrows, and nourishes developing young with secretions from the oviduct wall.",SPC_TYPHLONECTES_COMPRESSICAUDA exact subject behavior habitat ecology traditional account,Typhlonectes compressicauda,https://en.wikipedia.org/wiki/Typhlonectes_compressicauda,true,1,BRD_AQUATIC_CAECILIAN
