poiId,simulatorName,atlasName,classification,simulatorBefore,activeAtlas,databaseAfter,fieldsChanged,authorityUsed,notes
"POI-059","Southwestern Greensteppe","Southwestern Greensteppe","EXACT_MATCH","{""poiType"":""GRASSLAND"",""latitude"":-11.173435,""longitude"":-73.874529,""siteId"":""SITE-120"",""regionId"":""R18"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1077"",""primaryBiomeId"":""BIOME-SWATH-0511""}","{""poiType"":""GRASSLAND"",""latitude"":-11.173435,""longitude"":-73.874529,""regionId"":""R18""}","{""poiType"":""GRASSLAND"",""latitude"":-11.173435,""longitude"":-73.874529,""siteId"":""SITE-120"",""regionId"":""R18"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1077"",""primaryBiomeId"":""BIOME-SWATH-0511"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-060","Eastern Golden Grasslands","Eastern Golden Grasslands","EXACT_MATCH","{""poiType"":""GRASSLAND"",""latitude"":-9.181,""longitude"":74.619,""siteId"":""SITE-072"",""regionId"":""R11"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0982"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA""}","{""poiType"":""GRASSLAND"",""latitude"":-9.181,""longitude"":74.619,""regionId"":""R11""}","{""poiType"":""GRASSLAND"",""latitude"":-9.181,""longitude"":74.619,""siteId"":""SITE-072"",""regionId"":""R11"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0982"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-061","Northwestern Longplain","Northwestern Longplain","EXACT_MATCH","{""poiType"":""PLAINS"",""latitude"":16.842925,""longitude"":-63.925236,""siteId"":""SITE-045"",""regionId"":""R07"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0448"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE""}","{""poiType"":""PLAINS"",""latitude"":16.842925,""longitude"":-63.925236,""regionId"":""R07""}","{""poiType"":""PLAINS"",""latitude"":16.842925,""longitude"":-63.925236,""siteId"":""SITE-045"",""regionId"":""R07"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0448"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-062","Southern Great Plain","Southern Great Plain","EXACT_MATCH","{""poiType"":""PLAINS"",""latitude"":-37.473492,""longitude"":-101.326362,""siteId"":""SITE-147"",""regionId"":""R21"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0644"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN""}","{""poiType"":""PLAINS"",""latitude"":-37.473492,""longitude"":-101.326362,""regionId"":""R21""}","{""poiType"":""PLAINS"",""latitude"":-37.473492,""longitude"":-101.326362,""siteId"":""SITE-147"",""regionId"":""R21"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0644"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-063","Heather Hills","Heather Hills","EXACT_MATCH","{""poiType"":""HILLS"",""latitude"":42.639529,""longitude"":-126.844251,""siteId"":""SITE-017"",""regionId"":""R03"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0687"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE""}","{""poiType"":""HILLS"",""latitude"":42.639529,""longitude"":-126.844251,""regionId"":""R03""}","{""poiType"":""HILLS"",""latitude"":42.639529,""longitude"":-126.844251,""siteId"":""SITE-017"",""regionId"":""R03"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0687"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-064","Floating Island 01","Floating Island 01","EXACT_MATCH","{""poiType"":""FLOATING_ISLAND"",""latitude"":15,""longitude"":62,""siteId"":""SITE-073"",""regionId"":""R11"",""surfaceType"":""FLOATING_ISLAND"",""hostFeatureId"":""FLOAT-ISLAND-001"",""primaryBiomeId"":""BIOME-07""}","{""poiType"":""FLOATING_ISLAND"",""latitude"":15,""longitude"":62,""regionId"":""R11""}","{""poiType"":""FLOATING_ISLAND"",""latitude"":15,""longitude"":62,""siteId"":""SITE-073"",""regionId"":""R11"",""surfaceType"":""FLOATING_ISLAND"",""hostFeatureId"":""FLOAT-ISLAND-001"",""primaryBiomeId"":""BIOME-07"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-065","Floating Island 02","Floating Island 02","EXACT_MATCH","{""poiType"":""FLOATING_ISLAND"",""latitude"":13.5,""longitude"":65,""siteId"":""SITE-073"",""regionId"":""R11"",""surfaceType"":""FLOATING_ISLAND"",""hostFeatureId"":""FLOAT-ISLAND-002"",""primaryBiomeId"":""BIOME-07""}","{""poiType"":""FLOATING_ISLAND"",""latitude"":13.5,""longitude"":65,""regionId"":""R11""}","{""poiType"":""FLOATING_ISLAND"",""latitude"":13.5,""longitude"":65,""siteId"":""SITE-073"",""regionId"":""R11"",""surfaceType"":""FLOATING_ISLAND"",""hostFeatureId"":""FLOAT-ISLAND-002"",""primaryBiomeId"":""BIOME-07"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-066","Floating Island 03","Floating Island 03","EXACT_MATCH","{""poiType"":""FLOATING_ISLAND"",""latitude"":17,""longitude"":68,""siteId"":""SITE-073"",""regionId"":""R11"",""surfaceType"":""FLOATING_ISLAND"",""hostFeatureId"":""FLOAT-ISLAND-003"",""primaryBiomeId"":""BIOME-07""}","{""poiType"":""FLOATING_ISLAND"",""latitude"":17,""longitude"":68,""regionId"":""R11""}","{""poiType"":""FLOATING_ISLAND"",""latitude"":17,""longitude"":68,""siteId"":""SITE-073"",""regionId"":""R11"",""surfaceType"":""FLOATING_ISLAND"",""hostFeatureId"":""FLOAT-ISLAND-003"",""primaryBiomeId"":""BIOME-07"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-067","Floating Island 04","Floating Island 04","EXACT_MATCH","{""poiType"":""FLOATING_ISLAND"",""latitude"":11.5,""longitude"":50.5,""siteId"":""SITE-058"",""regionId"":""R09"",""surfaceType"":""FLOATING_ISLAND"",""hostFeatureId"":""FLOAT-ISLAND-004"",""primaryBiomeId"":""BIOME-FLOATING""}","{""poiType"":""FLOATING_ISLAND"",""latitude"":11.5,""longitude"":50.5,""regionId"":""R09""}","{""poiType"":""FLOATING_ISLAND"",""latitude"":11.5,""longitude"":50.5,""siteId"":""SITE-058"",""regionId"":""R09"",""surfaceType"":""FLOATING_ISLAND"",""hostFeatureId"":""FLOAT-ISLAND-004"",""primaryBiomeId"":""BIOME-FLOATING"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-068","Northern Crown Glacier","Northern Crown Glacier","EXACT_MATCH","{""poiType"":""GLACIER"",""latitude"":71.270192,""longitude"":-96.805288,""siteId"":""SITE-007"",""regionId"":""R01"",""surfaceType"":""ICE"",""hostFeatureId"":""BIOME-SWATH-0306"",""primaryBiomeId"":""BIOME-CLASS-ICE_SNOW_GLACIER""}","{""poiType"":""GLACIER"",""latitude"":71.270192,""longitude"":-96.805288,""regionId"":""R01""}","{""poiType"":""GLACIER"",""latitude"":71.270192,""longitude"":-96.805288,""siteId"":""SITE-007"",""regionId"":""R01"",""surfaceType"":""ICE"",""hostFeatureId"":""BIOME-SWATH-0306"",""primaryBiomeId"":""BIOME-CLASS-ICE_SNOW_GLACIER"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-069","Southwestern Spine Glacier","Southwestern Spine Glacier","EXACT_MATCH","{""poiType"":""GLACIER"",""latitude"":-18.227767,""longitude"":-69.680089,""siteId"":""SITE-122"",""regionId"":""R18"",""surfaceType"":""ICE"",""hostFeatureId"":""BIOME-SWATH-0676"",""primaryBiomeId"":""BIOME-CLASS-ICE_SNOW_GLACIER""}","{""poiType"":""GLACIER"",""latitude"":-18.227767,""longitude"":-69.680089,""regionId"":""R18""}","{""poiType"":""GLACIER"",""latitude"":-18.227767,""longitude"":-69.680089,""siteId"":""SITE-122"",""regionId"":""R18"",""surfaceType"":""ICE"",""hostFeatureId"":""BIOME-SWATH-0676"",""primaryBiomeId"":""BIOME-CLASS-ICE_SNOW_GLACIER"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-070","Waterfall River Rapids","Waterfall River Rapids","EXACT_MATCH","{""poiType"":""RAPIDS"",""latitude"":37.66776,""longitude"":-104.538846,""siteId"":""SITE-027"",""regionId"":""R04"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0003"",""primaryBiomeId"":""BIOME-CLASS-SHADOW_FOREST""}","{""poiType"":""RAPIDS"",""latitude"":37.66776,""longitude"":-104.538846,""regionId"":""R04""}","{""poiType"":""RAPIDS"",""latitude"":37.66776,""longitude"":-104.538846,""siteId"":""SITE-027"",""regionId"":""R04"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0003"",""primaryBiomeId"":""BIOME-CLASS-SHADOW_FOREST"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-071","Southern Great River Rapids","Southern Great River Rapids","EXACT_MATCH","{""poiType"":""RAPIDS"",""latitude"":-51.339025,""longitude"":-50.280088,""siteId"":""SITE-158"",""regionId"":""R23"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0014"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE""}","{""poiType"":""RAPIDS"",""latitude"":-51.339025,""longitude"":-50.280088,""regionId"":""R23""}","{""poiType"":""RAPIDS"",""latitude"":-51.339025,""longitude"":-50.280088,""siteId"":""SITE-158"",""regionId"":""R23"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0014"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-072","Eastern Volcano","Eastern Volcano","EXACT_MATCH","{""poiType"":""VOLCANO"",""latitude"":-26.902138,""longitude"":2.704108,""siteId"":""SITE-132"",""regionId"":""R19"",""surfaceType"":""LAND"",""hostFeatureId"":""PEAK-SW-03"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN""}","{""poiType"":""VOLCANO"",""latitude"":-26.902138,""longitude"":2.704108,""regionId"":""R19""}","{""poiType"":""VOLCANO"",""latitude"":-26.902138,""longitude"":2.704108,""siteId"":""SITE-132"",""regionId"":""R19"",""surfaceType"":""LAND"",""hostFeatureId"":""PEAK-SW-03"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-073","Far-East Volcano","Far-East Volcano","EXACT_MATCH","{""poiType"":""VOLCANO"",""latitude"":-29.976244,""longitude"":20.769489,""siteId"":""SITE-127"",""regionId"":""R19"",""surfaceType"":""LAND"",""hostFeatureId"":""PEAK-SW-04"",""primaryBiomeId"":""BIOME-SWATH-0347""}","{""poiType"":""VOLCANO"",""latitude"":-29.976244,""longitude"":20.769489,""regionId"":""R19""}","{""poiType"":""VOLCANO"",""latitude"":-29.976244,""longitude"":20.769489,""siteId"":""SITE-127"",""regionId"":""R19"",""surfaceType"":""LAND"",""hostFeatureId"":""PEAK-SW-04"",""primaryBiomeId"":""BIOME-SWATH-0347"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-074","Eastern Badland Range","Eastern Badland Range","EXACT_MATCH","{""poiType"":""MOUNTAIN_RANGE"",""latitude"":40.362604,""longitude"":92.636874,""siteId"":""SITE-097"",""regionId"":""R14"",""surfaceType"":""LAND"",""hostFeatureId"":""MOUNTAIN-RANGE-006"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN""}","{""poiType"":""MOUNTAIN_RANGE"",""latitude"":40.362604,""longitude"":92.636874,""regionId"":""R14""}","{""poiType"":""MOUNTAIN_RANGE"",""latitude"":40.362604,""longitude"":92.636874,""siteId"":""SITE-097"",""regionId"":""R14"",""surfaceType"":""LAND"",""hostFeatureId"":""MOUNTAIN-RANGE-006"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-075","Southern Long Range","Southern Long Range","EXACT_MATCH","{""poiType"":""MOUNTAIN_RANGE"",""latitude"":-38.722025,""longitude"":-56.554423,""siteId"":""SITE-147"",""regionId"":""R21"",""surfaceType"":""LAND"",""hostFeatureId"":""MOUNTAIN-RANGE-009"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN""}","{""poiType"":""MOUNTAIN_RANGE"",""latitude"":-38.722025,""longitude"":-56.554423,""regionId"":""R21""}","{""poiType"":""MOUNTAIN_RANGE"",""latitude"":-38.722025,""longitude"":-56.554423,""siteId"":""SITE-147"",""regionId"":""R21"",""surfaceType"":""LAND"",""hostFeatureId"":""MOUNTAIN-RANGE-009"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-076","Western Heather Hills","Western Heather Hills","EXACT_MATCH","{""poiType"":""HILLS"",""latitude"":48.375,""longitude"":-134.65625,""siteId"":""SITE-012"",""regionId"":""R02"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-2171"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN""}","{""poiType"":""HILLS"",""latitude"":48.375,""longitude"":-134.65625,""regionId"":""R02""}","{""poiType"":""HILLS"",""latitude"":48.375,""longitude"":-134.65625,""siteId"":""SITE-012"",""regionId"":""R02"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-2171"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-077","Northwestern Reedlands","Northwestern Reedlands","EXACT_MATCH","{""poiType"":""WETLAND"",""latitude"":37.533898,""longitude"":-71.217485,""siteId"":""SITE-023"",""regionId"":""R04"",""surfaceType"":""WETLAND"",""hostFeatureId"":""BIOME-SWATH-0461"",""primaryBiomeId"":""BIOME-SWATH-1886""}","{""poiType"":""WETLAND"",""latitude"":37.533898,""longitude"":-71.217485,""regionId"":""R04""}","{""poiType"":""WETLAND"",""latitude"":37.533898,""longitude"":-71.217485,""siteId"":""SITE-023"",""regionId"":""R04"",""surfaceType"":""WETLAND"",""hostFeatureId"":""BIOME-SWATH-0461"",""primaryBiomeId"":""BIOME-SWATH-1886"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-078","Eastern Great Delta Wetlands","Eastern Great Delta Wetlands","EXACT_MATCH","{""poiType"":""WETLAND"",""latitude"":-9.543324,""longitude"":82.804924,""siteId"":""SITE-093"",""regionId"":""R14"",""surfaceType"":""WETLAND"",""hostFeatureId"":""BIOME-SWATH-0425"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA""}","{""poiType"":""WETLAND"",""latitude"":-9.543324,""longitude"":82.804924,""regionId"":""R14""}","{""poiType"":""WETLAND"",""latitude"":-9.543324,""longitude"":82.804924,""siteId"":""SITE-093"",""regionId"":""R14"",""surfaceType"":""WETLAND"",""hostFeatureId"":""BIOME-SWATH-0425"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-079","Southern Blackmarsh","Southern Blackmarsh","EXACT_MATCH","{""poiType"":""WETLAND"",""latitude"":-61.585555,""longitude"":-56.111598,""siteId"":""SITE-157"",""regionId"":""R23"",""surfaceType"":""WETLAND"",""hostFeatureId"":""BIOME-SWATH-0645"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA""}","{""poiType"":""WETLAND"",""latitude"":-61.585555,""longitude"":-56.111598,""regionId"":""R23""}","{""poiType"":""WETLAND"",""latitude"":-61.585555,""longitude"":-56.111598,""siteId"":""SITE-157"",""regionId"":""R23"",""surfaceType"":""WETLAND"",""hostFeatureId"":""BIOME-SWATH-0645"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-080","Highcourt Isle","Highcourt Isle","EXACT_MATCH","{""poiType"":""ISLAND"",""latitude"":21.140243,""longitude"":-32.789911,""siteId"":""SITE-036"",""regionId"":""R06"",""surfaceType"":""COASTAL_LAND"",""hostFeatureId"":""ISL-NW-001"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE""}","{""poiType"":""ISLAND"",""latitude"":21.140243,""longitude"":-32.789911,""regionId"":""R06""}","{""poiType"":""ISLAND"",""latitude"":21.140243,""longitude"":-32.789911,""siteId"":""SITE-036"",""regionId"":""R06"",""surfaceType"":""COASTAL_LAND"",""hostFeatureId"":""ISL-NW-001"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-081","Eastern Reef Isle","Eastern Reef Isle","EXACT_MATCH","{""poiType"":""ISLAND"",""latitude"":39.089905,""longitude"":121.426108,""siteId"":""SITE-078"",""regionId"":""R12"",""surfaceType"":""COASTAL_LAND"",""hostFeatureId"":""ISL-EA-003"",""primaryBiomeId"":""BIOME-SWATH-0061""}","{""poiType"":""ISLAND"",""latitude"":39.089905,""longitude"":121.426108,""regionId"":""R12""}","{""poiType"":""ISLAND"",""latitude"":39.089905,""longitude"":121.426108,""siteId"":""SITE-078"",""regionId"":""R12"",""surfaceType"":""COASTAL_LAND"",""hostFeatureId"":""ISL-EA-003"",""primaryBiomeId"":""BIOME-SWATH-0061"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-082","Emberchain Isle","Emberchain Isle","INVALID_GEOGRAPHY","{""poiType"":""ISLAND"",""latitude"":-52.851641,""longitude"":76.390639,""siteId"":""SITE-153"",""regionId"":""R22"",""surfaceType"":""COASTAL_LAND"",""hostFeatureId"":""ISL-SW-001"",""primaryBiomeId"":""BIOME-CLASS-SUBTROPICAL_DENSE_FOREST""}","{""poiType"":""ISLAND"",""latitude"":-52.851641,""longitude"":76.390639,""regionId"":""R22""}","{""poiType"":""ISLAND"",""latitude"":-52.851641,""longitude"":76.390639,""siteId"":""SITE-153"",""regionId"":""R22"",""surfaceType"":""COASTAL_LAND"",""hostFeatureId"":""ISL-SW-001"",""primaryBiomeId"":""BIOME-CLASS-SUBTROPICAL_DENSE_FOREST"",""placementStatus"":""WITHHELD_CONFLICT"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2:WITHHELD_CONFLICT","Imported coordinate is outside declared multipart host ISL-SW-001 and resolves to Nimbus ocean; six authored island anchors exist without authority selecting one as Emberchain Isle."
"POI-083","Far-South Ice Isle","Far-South Ice Isle","EXACT_MATCH","{""poiType"":""ISLAND"",""latitude"":-68.899422,""longitude"":43.914722,""siteId"":""SITE-148"",""regionId"":""R22"",""surfaceType"":""COASTAL_LAND"",""hostFeatureId"":""ISL-SW-002"",""primaryBiomeId"":""BIOME-SWATH-0267""}","{""poiType"":""ISLAND"",""latitude"":-68.899422,""longitude"":43.914722,""regionId"":""R22""}","{""poiType"":""ISLAND"",""latitude"":-68.899422,""longitude"":43.914722,""siteId"":""SITE-148"",""regionId"":""R22"",""surfaceType"":""COASTAL_LAND"",""hostFeatureId"":""ISL-SW-002"",""primaryBiomeId"":""BIOME-SWATH-0267"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-084","Eastern Crescent Bay","Eastern Crescent Bay","EXACT_MATCH","{""poiType"":""BAY"",""latitude"":29,""longitude"":31,""siteId"":""SITE-099"",""regionId"":""R15"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":null,""primaryBiomeId"":""BIOME-SWATH-2706""}","{""poiType"":""BAY"",""latitude"":29,""longitude"":31,""regionId"":""R15""}","{""poiType"":""BAY"",""latitude"":29,""longitude"":31,""siteId"":""SITE-099"",""regionId"":""R15"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":null,""primaryBiomeId"":""BIOME-SWATH-2706"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-085","Southwestern Emerald Bay","Southwestern Emerald Bay","EXACT_MATCH","{""poiType"":""BAY"",""latitude"":-11,""longitude"":-108,""siteId"":""SITE-113"",""regionId"":""R17"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":null,""primaryBiomeId"":""BIOME-SWATH-0139""}","{""poiType"":""BAY"",""latitude"":-11,""longitude"":-108,""regionId"":""R17""}","{""poiType"":""BAY"",""latitude"":-11,""longitude"":-108,""siteId"":""SITE-113"",""regionId"":""R17"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":null,""primaryBiomeId"":""BIOME-SWATH-0139"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-086","Northern Glacial Upland","Northern Glacial Upland","EXACT_MATCH","{""poiType"":""PLATEAU"",""latitude"":73.492889,""longitude"":-105.525328,""siteId"":""SITE-007"",""regionId"":""R01"",""surfaceType"":""LAND"",""hostFeatureId"":""PLATEAU-NW-01"",""primaryBiomeId"":""BIOME-01""}","{""poiType"":""PLATEAU"",""latitude"":73.492889,""longitude"":-105.525328,""regionId"":""R01""}","{""poiType"":""PLATEAU"",""latitude"":73.492889,""longitude"":-105.525328,""siteId"":""SITE-007"",""regionId"":""R01"",""surfaceType"":""LAND"",""hostFeatureId"":""PLATEAU-NW-01"",""primaryBiomeId"":""BIOME-01"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-087","Central Arid Plateau","Central Arid Plateau","EXACT_MATCH","{""poiType"":""PLATEAU"",""latitude"":39.390287,""longitude"":85.52993,""siteId"":""SITE-095"",""regionId"":""R14"",""surfaceType"":""LAND"",""hostFeatureId"":""PLATEAU-EA-01"",""primaryBiomeId"":""BIOME-07""}","{""poiType"":""PLATEAU"",""latitude"":39.390287,""longitude"":85.52993,""regionId"":""R14""}","{""poiType"":""PLATEAU"",""latitude"":39.390287,""longitude"":85.52993,""siteId"":""SITE-095"",""regionId"":""R14"",""surfaceType"":""LAND"",""hostFeatureId"":""PLATEAU-EA-01"",""primaryBiomeId"":""BIOME-07"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
